pos,text,label
service,The service was excellent and the food was delicious.,3
BIOS update,Drivers updated ok but the BIOS update froze the system up and the computer shut down.,1
screen,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",3
firewall,"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",0
food,"When going out for a nice dinner, I like a nice ambiance as well as very good food.",3
software,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,0
wine list,"If anyones has doubt of not knowing enough about wines,please check their wine list.",3
price,For me I was lucky and a local store was selling them for $2000 off and Best Buy matched their price so I was able to buy one for under $1000,3
fish,I've never had bad service and the fish is fresh and delicious.,3
serves,"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",1
menu,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",1
food,All the food was hot tasty.,3
cheese fondue,We could only get through an appetizer and cheese fondue.,0
vibe,"Best of all is the warm vibe, the owner is super friendly and service is fast.",3
dish,Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,0
prices,this little place has a cute interior decor and affordable city prices.,3
ease,Now I have the best of both worlds with all of the power and ease of the Mac!,3
priced,It's priced very reasonable and works very well right out of the box.,3
bagel,I complete the total bagel experience by having it lightly toasted.,3
wait,We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,0
kitchen,"An oasis of refinement: Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",3
Numbers,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",0
table by the window,I would highly recommand requesting a table by the window.,3
people,"Service was slow, but the people were friendly.",3
Kosher dills,Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,3
chilaquiles,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",3
prices,The prices were CHEAP compared to the quality of service and food.,3
works,It's priced very reasonable and works very well right out of the box.,3
Windows update,"We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",1
wines by the glass,Not enough wines by the glass either.,1
windows vista,although its windows vista compared to windows xp sucks.,1
2-person table,"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",1
Speakers,Speakers too small to be of any real use.,1
spot,"I found it on a cold night, the perfect spot to warm up.",3
paint,The paint wears off easily due to the keyboard being farther back than usual.,1
internet speed,The internet speed is spectacular.,3
lamb,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",3
taste,"As I made the title, it's an affordable restaurant for great taste.",3
speed,The real stand out on this computer is the feel of the keyboard and it's speed.,3
reservation,they were able to squeeze me in at 6 after i called the night before my anniversary for a friday night reservation and told me they'd treat us well for the occasion.,0
size,Keyboard is reasonable size.,3
apple care,"The apple care has never failed me, and I expect it to be the same for this computer as well.",3
service,"Excellent atmosphere, delicious dishes good and friendly service.",3
dish,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",1
dress codes,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",3
fast food,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",1
garlic,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,3
wine selection,"The service, wine selection, ambiance are all outstanding and deserve recognition.",3
pizza,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",3
food,"Unfortunately, the food was NOT something to get worked up about.",1
service,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",3
wine,i don't usually order wine with indian so i can't comment on their wine list or their wines.,0
decor,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",1
Keyboard,"Keyboard is great, very quiet for all the typing that I do.",3
pad thai,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",1
videocard,Strengths:Well-shaped Weaknesses:A bad videocard!,1
network connection,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,1
appetizers,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",3
dinner,A Thai restaurant out of rice during dinner?,0
cheese,"Butter was melted, white wine warm, cheese oozing everywhere.",1
waiters,The only thing the waiters don't do for you is wipe your chin when you leave.,3
Waitstaff,Waitstaff are very friendly.,3
Food,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,3
customer support,Took several hours with customer support before I could even start the PC out of the box.,1
internet connection,It is fast and i have not had a problem with internet connection or any other problems.,3
tanks,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",1
service,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",3
works,"I love the easy to see screen, and It works well for work, persoal or just play.",3
thermal paste,"Apparently there is a manufacturing defect, something with the amount of thermal paste.",1
meal,"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",1
incase shells,"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",3
coat check girls,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,1
carry,This computer was so challenging to carry and handle.,1
paratha bread,"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",3
congee,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",3
black keyboard,"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",1
meal,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",3
martini,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",0
Italian food,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",3
wines,"If anyones has doubt of not knowing enough about wines,please check their wine list.",0
flatline keyboard,"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.",3
setting,"Sure, the setting is nice.",3
creme brulee,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",3
after sales support,So what if the laptops/mobile phones look chic and cool? The after sales support is terrible.,1
Intel,The AMD Turin processor seems to always perform so much better than Intel.,1
keyboard,"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",1
Applications,"Applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.",3
sushi place,"Not the greatest sushi place, but excellent for a $19.95 all you can eat.",1
ambient,Very affordable and excellent ambient!,3
USB output,""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output.",1
warranty,even though I had the receipt in front of me proving it still had 2 months left on the warranty.,1
desserts,"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",3
switch,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,1
sound output quality,"I had static in the output, and I had to reduce the sound output quality to ""FM"" as opposed to the default ""CD.",1
performance,I have been very pleased with the performance of this laptop.,3
salt pepper shrimps,Try the spicy wontons and the salt pepper shrimps.,3
button below the mouse pad,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",1
Final Cut Pro,"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.",3
host,"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",0
value,"I found the food, service and value exceptional everytime I have been there.",3
dim sum,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",0
memory,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",0
Meal,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",3
menu,They have a very diverse menu so its something for everybody.,3
Pages,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",0
Japanese food,The worst excuse for Japanese food I've ever encountered.,1
food,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,1
Service,Service has always been friendly and efficient.,3
tiramisu chocolate cake,"We concluded with tiramisu chocolate cake, both were delicious.",3
internal hard disk,Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,0
firewire cable system,There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook.,1
dessert,"The beverages were excellent, and the dessert was good.",3
feature,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,3
aesthetics,The aesthetics of this place are like an airport lounge.,1
crab cakes,Delicious crab cakes too.,3
price,It's super fast and a great value for the price!,3
price,"Although the price is higher then Dell laptops, the Macbooks are worth the dough.",1
prices,I recommend this spot to anyone who enjoys fine cuisine at reasonable prices.,3
weight,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",3
batteries,The only bad thing about it is they give you the worst batteries possible.,1
wine list,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",1
oysters,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",3
ambience,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",3
food,The prices were CHEAP compared to the quality of service and food.,3
staff,The staff there is very attentive and down to earth.,3
screen,The screen is very large and crystal clear with amazing colors and resolution.,3
power,It had most of the features and all of the power that I wanted to replace my desktop machine.,3
pizza,I love the fact that the pizza tastes so good and is so cheap.,3
prices,The prices are about $9 for an entree for dinner and even less for lunch.,3
runs,"The computer runs extremely slowly, whether opening Word or My Computer.",1
menu,This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,3
food,"The food here is rather good, but only if you like to wait for it.",3
screen resolutions,The only problem is a lack of screen resolutions!,1
food,Diner food at bistro prices is a bummer....,1
start up,Easy to start up and does not overheat as much as other laptops.,3
battery,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",1
graphics card,super fast processor and really nice graphics card..,3
main entree,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",0
processor,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,0
pizza,The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,3
bar,The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,3
look,"also you may need to charge it once a day, if for medium use every thing fast and easy with mac the size and look is the most feature that attracted me to it.",3
fusion of French and Indian cooking,Raga stands out with an interesting fusion of French and Indian cooking.,3
patches,2nd Best computer in the world only one way this computer might become the best is that it needs to upgreade patches to make less easier for people to hack into,1
bill,I won't go back unless someone else is footing the bill.,1
lunch,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",3
service,The service is good and ambience is good for a date or group outing.,3
service,The food was well prepared and the service impecable.,3
spot,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",3
appetizer platter,We were fast to order the appetizer platter since we were very hungry.,0
Thali,"The Thali was small, thoroughly unremarkable, and $14.95.",1
corriander,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",0
gaming,The switchable graphic card is pretty sweet when you want gaming on the laptop.,0
music,"good music, great food, speedy service affordable prices.",3
food,"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",3
Southern Indian cuisine,"Southern Indian cuisine is still there, too.",0
arm piece,The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.,3
bagels,"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",0
view,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,3
windows xp,although its windows vista compared to windows xp sucks.,3
basil,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",3
internet,I recommend for word processing and internet users.,3
atmosphere,The atmosphere is much better than Sripraphai (more modern and sleek).,3
menu,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",3
seating,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.",1
iDVD,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",3
bill,"The $300 bill was a bit steep, but the experience was great.",1
plastic pieces,"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.",1
service,Ive been here a bunch of times now and the service is always outstanding.,3
glass of wine,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",0
sandwiches,"The sandwiches are dry, tasteless and way overpriced.",1
use,"It is easy to use, good quality and good price.",3
ambience,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",3
price,The price very reasonable.,3
Roast Chicken,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",3
features,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",0
atmosphere,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",0
Graphics,"Graphics are clean and sharp, internet interfaces are seamless.",3
atmosphere,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",0
zucchini,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,3
dessert,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,0
wine list,Pair you food with the excellent beers on tap or their well priced wine list.,3
spinach ravioli in a light oil and garlic sauce,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",3
hanger steak,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,1
connections,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",1
prices,Edible but really a ripoff at those prices given whats in the area.,1
rice,"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.",3
system,"(I found a 2GB stick for a bit under $50) Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",3
system,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",1
bar,"The staff is excellent, specjal: that girl behind the bar, european chic.",0
DDR5,It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,3
battery life,10 hours of battery life is really something else....,3
Food,Food and service was okay.,0
HDMI port,The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,1
programs,Best thing is I can use existing 32 bit old programs.,3
design,"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.",3
location,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",3
work,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,1
squid,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,1
gaming,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",0
pre-loaded Norton Firewall/Security program,My first problem was with the pre-loaded Norton Firewall/Security program.,1
PRODUCT KEY,MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,1
owner,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",0
power cords,My kids (and dogs) destroyed two power cords by pulling on them.,0
ambience,"If it isn't for the food (A+++), it must be the service or the ambience.",3
quality,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,3
Fatty Yellow Tail,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",0
quality,fine dining restaurant quality.,3
fish and chips,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",3
SHOWS,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,3
food portions,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",1
reservation,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,0
eel,"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",0
Apple applications,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",3
pizzas,"So, a little inconsistency there but either way, both pizzas were really good.",3
price,Was very much worth the price i paid.,3
Prices,Prices are higher to dine in and their chicken tikka marsala is quite good.,1
handle,It was hard to handle and operate at school.,1
people,"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",3
lemon,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",3
Visa,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",0
performance specs,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",0
systems,They are by far the easiest systems to actually learn about computers with.,3
order,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",1
speed,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",1
PhotoBooth,"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",3
hard drive,"A coupla months later, they change my hard drive.",1
food,Such nice people working here - but I have to review the food.,0
programs,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",0
multi-touch trackpad,I love the multi-touch trackpad.,3
flavor,The menu choices are similar but the taste lacked more flavor than it looked.,1
hostess,"I have tried to make reservations, but both times, the hostess didn't have my name.",1
house wine,"Plus, on Wednesday nights the house wine is unlimited!",3
features,"Some features arent friendly ( volume wheel, sound quality, etc.",1
Windows,I am forever changed and will no longer buy a Windows based machine for personal use.,1
Indian food,Great Indian food and the service is incredible.,3
atmosphere,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",3
battery,"Also, the battery does not last very long at all.",1
manual,"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",0
tuna tartare,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",3
Sangria,My husband and I enjoy Sangria.,3
food,The waitress suggested glasses of wine that went very well with the food.,0
HDD cover,Second HDD cover has walls inside that need to be broken if you what to install one.,0
dining,We would like to thank Marcelo and Grace for a wonderful dining experience!!!,3
service,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",3
extended warrenty,Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,1
features,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",0
service,"If it isn't for the food (A+++), it must be the service or the ambience.",3
price range,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",3
waiter,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",1
LOBSTER TAILS,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",3
applications,I should have checked this before I installed my applications.,0
use,Registration/1st use is easy.,3
lunch,I've been here 3 times for lunch and it is one of my favorites in the city.,0
programs,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",3
service,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,3
people,The people in the restaurant were pretty obnoxious and loud.,1
spot,Metrazur has a beautiful spot overlooking the main terminal.,3
food,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",3
salads,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",3
korma,The makhani was OK --the korma was bland.,1
system,"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",3
sushi,$20 for all you can eat sushi cannot be beaten.,0
atmosphere,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",3
dinner,After passing by this restaurant for sometime I finally decided to go in and have dinner.,0
17-inch screen,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",0
screen,"The screen takes some getting use to, because it is smaller than the laptop.",1
reservation,I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,0
food,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",3
spaghetti with Scallops and Shrimp,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,3
runs,It runs very quiet too which is a plus.,3
prices,"The prices cannot be beat for the quality, quantity, freshness and taste.",3
service,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",3
Intel i processors,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",1
desserts,"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",1
built in camera,Theres a built in camera with special effects- for video and photography.,3
clams oreganta,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,3
buttery and tender langostine entree,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,3
burger,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",0
table,After really enjoying ourselves at the bar we sat down at a table and had dinner.,0
service,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",3
food,"While the food was excellent, it wasn't cheap (though not extremely expensive either).",3
wait staff,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",3
japanese comfort food,it's the only place you can get yummy authentic japanese comfort food.,3
dishes,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",3
quality,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,3
tea with tapioca pearls (hot),"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",3
table,"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",1
charge,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",1
bathroom,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",3
shutting down,"It is fast booting up , shutting down, and connection with the internet.",3
food,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,0
place,"The food was very good, a great deal, and the place its self was great.",3
Pad Thai,I had the Pad Thai and the noodles were sticky.,1
wait staff,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",1
hardrive,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,1
management,"Terrible, terrible management - deserves to be shut-down.",1
food,The food's as good as ever.,3
features,"the features are great, the only thing it needs is better speakers.",3
virus protection,It is so nice not to worry about that and the extra expense that comes along with the necessary virus protection on PC's.,3
Pastrami sandwich,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",3
Peformance,Peformance is good for the price.,3
Runs,Runs fast and the regular layout keyboard is so much better.,3
menu,They even have a section in the menu called American Chinese food!,1
meal,"If you're looking for a great meal at a decent price, go to Del Frisco's!",3
look,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",3
iMac backup disc,I eventually did the migration from my iMac backup disc which uses USB.,0
hardware,"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",0
open faced cheese sandwich,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,0
price-point,"This laptop looks great on the surface: 17"" inch screen, good price-point, nice appearance, boots up quickly, runs fast etc.",3
chicken with garlic sauce,"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",0
Lobster Bisque,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,3
stuff,I think the stuff was better than Disney.,3
check,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,0
screen,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",1
extended warranty,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,0
assorted sashimi,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",3
Fluke sashimi,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",3
wait,There is also very limited seating and there can be a substantial wait in getting food at peak times.,1
place,"If you love seafood, you would love this place!",3
Pizza,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",3
food,The food was mediocre at best but it was the horrible service that made me vow never to go back.,0
battery,The first full charge of this battery got me only about 2 full hours.,1
location,The location is perfect.,3
place,"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",3
food,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",1
staples,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",3
soup,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,1
people,You get the sense that the people there care about their restaurant and about your experience and that is very nice.,3
standard os cd,can't reinstall with standard os cd because of proprietary hardware drivers.,1
pizza,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",1
served,"Only wine and beer are served, but the house varities are actually quite good.",1
ambience,"I like the ambience, it's very dark and original.",3
price,We researched and found the best price at MacConnection.,3
network capability,You have to toss out the wifi card and replace it just to have any sort of network capability.,1
bagel,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,0
specs,Pay attention to the specs if you want these options.,0
food,"However, go for the ambience, and consider the food just a companion for a trip across the world!",1
use,the programs are esay to use and are quick to process this computer works like a charm.,3
bottle of wine,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",1
seaweed,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",3
employees,I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,1
preformed,the laptop preformed pretty well.,3
trend micro,"I am not much of a computer techie, so I can understand some of the internal problems, though I do have trend micro as an antiviral program.",0
salmon dish,"I found the food to be outstanding, particulary the salmon dish I had.",3
screen,Disappointing for such a lovely screen and at a reasonable price,3
tandoori salmon,Try the tandoori salmon!,3
mediterranean salad,"Try the mediterranean salad, it is a true experience for your taste buds!!",3
