text,Flag_Waving,Slogans,Doubt,Conversation_Killer,Loaded_Language,Causal_Oversimplification,Obfuscation-Vagueness-Confusion,Appeal_to_Fear-Prejudice,Straw_Man,Appeal_to_Popularity,Appeal_to_Hypocrisy,Name_Calling-Labeling,Exaggeration-Minimisation,Whataboutism,Appeal_to_Authority,Guilt_by_Association,Repetition,Red_Herring,False_Dilemma-No_Choice,label
"The man then goes on to explain that after being shot he ran “about 200 yards” to hide behind a car, all the while hearing bullets fly past him at what he believes was ground level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"To recap, the formerly terrorist-classified organization MEK, trained in the US and granted special privilege status by then-Secretary of State Hillary Clinton in 2012—which has since been heavily funded to refine their image by having famous US neoconservative war hawks from both sides of the isle actually chant for “regime change” on their behalf—is now the darling child of the neocon agenda and the impetus behind what could kick of World War 3.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
An employee of the American embassy in Guangzhou was diagnosed with a mild traumatic brain injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"What is noteworthy also about The History of Jihad is something that it does not contain. As the jihadis move against non-Muslim states without any letup, pause, period of coexistence, period of tolerance, reformation, or reconsideration, there never appears any force of Muslims to oppose them. While it is undoubtedly true that not all Muslims in any given age have ever waged jihad, there has never been in Islamic history an Islamic entity or organization that was opposed to waging jihad and dedicated to stopping those who were waging it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"In a letter to the heads of the Senate and House judiciary committees, Barr described Mueller’s submission as a “confidential report explaining the prosecution or declination decisions he has reached.”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"It will be even more difficult to impose background checks, which have proven quite useless anyway. The government has been no more effective at stopping criminals from getting guns than at stopping them from obtaining drugs. That isn’t too surprising, as drug gangs are the source of both illegal drugs and guns.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"the welcoming of migrants regardless of the fact that they are Muslims, something forbidden by Apostolic command: “If anyone comes to you but refuses this Gospel, do not receive him among you nor greet him. Whoever greets him participates in his evil works.” (2 John 1.10-11); “If anyone preaches to you a different Gospel, let him be accursed!” (Galatians 1.8-9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Given that we shall see below that the provisions for suppression of monasteries include vague and indefinable qualities like “vitality in living and transmitting the charism” and “dynamic fidelity” to the order’s charism, and that the goods of extinct monasteries will be assumed by the federation, one might be forgiven for asking if this creates an incentive to see to it that certain houses go extinct[8]. Since the document provides several mechanisms by which a federation can move nuns out of a monastery, this could be one of those indelicate questions some superiors might want to keep in mind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Dale Holeness, who is the Broward County Commissioner and also works on Gillum’s campaign, explains Gillum’s gun control views:",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Patel pushed back on the officials’ remarks, and said that while he stood in solidarity with Asian American identities, none of his remarks were offensive, and he was exposing the audience to ideas that would be found “in the real world.” Before he could finish, Patel’s microphone was cut from off-stage, and he proceeded to leave.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"“The Jews don’t like Farrakhan, so they call me Hitler. Well, that’s a good name. Hitler was a very great man.”",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,True
"Not surprisingly, it is choosing the latter course, especially because it knows that its assets and allies in the mainstream press will continue to come to its defense with respect to its ridiculous claim of “national security.”",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Do the CIA’s long-secret records contain a video-taped confession? Of course not. And they don’t contain any reference to assassinating Kennedy. The CIA’s practice from the very beginning has been to not put any reference to a state-sponsored assassination into writing.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Accuser number two is Deborah Ramirez, 53, who went public with her claims in a New Yorker magazine article Sunday. Ramirez alleges she was assaulted by Kavanaugh at a drunken party decades ago at Yale College. She claims Kavanaugh exposed himself to her and brushed his genitals against her.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
The lawyer said the type and quantity of ammunition Paddock bought from his client wasn't unusual.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The Profession of Immutable Truths about Sacramental Marriage was issued by three Kazakh Ordinaries, including Bishop Schneider, in early January. In the document, the three bishops solemnly professed the Church’s received teaching and discipline regarding sacramental marriage and the limited conditions (see Familiaris Consortio, n. 84) under which Catholics who are divorced and “remarried” may receive sacramental absolution and Holy Communion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"In court, Bacon badgered Hadeed. “Are you going to share any more info with them? I hope not. I hope you learned that lesson,” he said. “You have no control over [Gilani], do you? You’re like, talking to a wall,” he said of Gilani.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"deals with issues of major importance; makes decisions and issues norms that all nuns are required to observe, after the definitive approval of the Holy See;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Officials Warn: Airborne Black Death Epidemic Could ‘Explode’,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,True
Trump often compared the Obama administration’s handling of Saucier’s case with that of Clinton.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The victim was 26-year-old Bothan Shem Jean who was most likely startled by someone coming into his home at 10:00 pm when the unnamed officer opened his door. While the details surrounding how Jean was killed are unclear, according to police, the officer admitted to killing him.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"You know what, guys? Thanks, but no thanks. You can take your 'Church of Accompaniment"" to prison with you. I'd sooner let my kids be accompanied by fans of the Oakland Raiders than turn them over to you... meaning no disrespect to fans of the Oakland Raiders, of course. #stopthesynod",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"Abdul-Ghani's mother, Hakima Ramzi, could not be reached after authorities announced the discovery of the remains.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"There were no exceptions. For an exception to be made for Manafort and the “Russians” would have had to be a decision of the Government of Ecuador, not of Wikileaks, and that would be so exceptional the reason for it would surely have been noted in the now leaked supposed Ecuadorean “intelligence report” of the visits. What possible motive would the Ecuadorean government have for facilitating secret unrecorded visits by Paul Manafort? Furthermore it is impossible that the intelligence agency – who were in charge of the security – would not know the identity of these alleged “Russians”.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,True
"Thus VDAWDI—VDARE.com's American Worker Displacement Index, unveiled in 2004 and still unique—fell to 126.2 in May from April's 127.0 level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
It is hard to see why or how Republicans are ever again going to be the Bush-Boehner party that preceded the rise of Trump.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
A senior Justice Department official said the report does not recommend any further indictments.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Prosecutors sloughed off the defense, saying it was essentially “grasping at highly imaginative and speculative straws in trying to further draw a comparison to the matter of Secretary Hillary Clinton based upon virtually no understanding and knowledge of the facts involved, the information at issue, not to mention any issues if intent and knowledge.”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
This stunning tower audio once again provides proof that the entire narrative that claims that Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is complete nonsense and that authorities are actually actively covering up what really happened on that fateful night.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
The woman says she has had to undergo psychological treatment as a result of the incident.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
But Mr Salama said that 13 countries in the region were boosting border screening measures and said DR Congo itself was increasing exit screening measures.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"WATCH: Gillum Campaign Staff on gun control ""I don't think he can say it [be]cause he's trying to get the moderates"" ... ""three day waiting period for everybody,"" ""small steps"" to ban assault rifles pic.twitter.com/nIwAUvz2YR — PVeritas Action ( ) November 1, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"As the scandal widens and worsens, the media goes to extraordinary lengths not to cover it.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
"“Gee, this is ‘small potatoes’ compared to what Hillary Clinton did!” he tweeted about Winner, a former National Security Agency contractor who leaked a document about Russian meddling in the 2016 presidential election. “So unfair Jeff, Double Standard.”",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
"On November 14, the Israeli Air Force killed Ahmad Jabari in an air strike. Jabari, the military commander of Hamas, was allegedly responsible for, or instrumental in, multiples terrorist attacks on Israeli civilians and military personnel since the 1990s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Want to know more about Gina Haspel?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Three illegal immigrants, who avoided capture after Oakland Mayor Libby Schaaf blew the whistle on a raid by federal immigration authorities last month, have since been re-arrested for new crimes including robbery and spousal abuse, ICE officials said.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
The author went on to write that this protestant should know what the Bible says about those in authority.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"In another setback for the propaganda machine gearing up to impeach Viganò’s testimony, the Catholic Herald has just reported that Cardinal Wuerl must have known full well from Viganò himself that McCarrick was under Pope Benedict’s papal sanctions on account of his sexual misconduct because, as an Archdiocesan spokesman now confirms, at Viganò’s request as then papal nuncio Wuerl had to cancel a public appearance by McCarrick not long before Bergoglio’s election. The Herald asks the obvious question: “[I]f Cardinal Wuerl was unaware of the sanctions, and unaware of the reason for them, why did he ask no questions of the nuncio regarding the reason for his demand?” The question answers itself, and Viganò’s testimony on this critical point stands confirmed by Wuerl’s own spokesman.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"The Times added that “the dead man’s religious beliefs and affiliation are not known at this point, said Ragan, who debunked a rumor that some sort of ‘jihad’ video was found on Kazi’s phone.”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
The Left’s Show Trial for Kavanaugh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"[T]he Church is one body, the Mystical Body of Christ, and you are commissioned by the Lord himself to promote and strengthen her unity. But your actions and words too often seem intent on doing the opposite….",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"While Kavanaugh may be an ostensible supporter of the Second Amendment, his record indicates that he all but cannot stand the Fourth and he’s not that big a fan of the First either.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"ICE had already called out Oakland's radical leftist boss for helping criminals and endangering ICE personnel by tipping them off that a raid was coming. Her actions were quite clearly illegal, though she claimed that she had cleared her actions with lawyers beforehand, And now, a member of the #Resistance may actually end up fighting obstruction of justice charges.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,True
"“Virginia man Mohamad Jamal Khweis sentenced to 20 years in prison for joining ISIS,” by Justin Carissimo, CBS News, October 27, 2017 (thanks to Lookmann):",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Manafort has denied the Guardian’s claims, while Assange has threatened to sue the Guardian for libel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
New Mexico Jihadis’ Defense Attorney: “If These Were White Christians…No One Would Bat An Eye”,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True
"Las Vegas Shooting Victim: “There Was 100% More Than One Shooter,” Gates To Concert Were Locked Shortly Before Attack",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"“Look, in the early 1990s, Louis Farrakhan was a person speaking the issues of African-American civil rights,"" Ellison added. ""At that time, he had some things, I thought, he had to offer.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The way to gauge those who are actually taking ground for the kingdom is to see who is in the midst of a continuous warfare (always in trouble, slandered, lied about, defamed etc) fighting the good fight of faith because they trust in the living God (Matthew 11:12; 1 Timothy 6:12).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Garcia Zarate confessed to firing the shot and had gunpowder residue on his hands. After firing, he tossed the gun in the water. He said he had found the stolen weapon wrapped in a cloth and that it discharged by itself, both utterly unbelievable claims. Even so, the politically correct jury found the career criminal not guilty of murder and manslaughter.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
One odd remark in article 19 is maybe the most succinct description of the direction planned for contemplatives:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Financial incentives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The attorney general had been accused of “softening or watering down his report,” Gowdy said, “When the reality is it was Jim Comey who softened and watered down his press release, announcing no charges against Secretary Clinton. We see Jim Comey and Jim Comey alone deciding which DOJ policies to follow and which to ignore, to decide whether there is sufficient evidence to support each and every element of an offense and we see Jim Comey and Jim Comey alone deciding whether to send a letter to Congress in the throes of looming election.”",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
"But, at least for the next few billion years, the space invader is destined to continue its topsy-turvy spin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
"Editor's Note: In a March 11th letter signed by Pope Emeritus Benedict XVI and addressed to Msgr. Dario Vigano, prefect of the Secretariat for Communications, the former pope reportedly offers an impassioned defense of Pope Francis against the claim that he lacks theological and philosophical formation. In no uncertain terms, this letter, bearing Benedict's signature, affirms that “there is an internal continuity between the two pontificates.” Whether Benedict actually wrote this letter or not, it gives rise to a number of grave questions that need to be answered rather urgently before history closes the book on this commedia diabolica. Our thanks to Remnant columnist, Hilary White, for addressing the most pertinent of these here below. MJM",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"She also tweeted a link to a personal essay she wrote in February for Vanity Fair on the 20th anniversary of the investigation into the affair, in which she admitted that she suffers from PTSD over the fallout from the investigation and publicity, and that the #MeToo movement had changed her perspective on the affair and its aftermath.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Thousands of Troops and Razor Wire: US Border Reinforced Against Migrant ‘Invasion’ (Videos),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Article posted with permission from The Daily Caller News Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Anti-fascism campaigners Hope Not Hate had campaigned for the pair to not be allowed into the UK.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Definition of brainwashing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
NASA releases images captured at a record-breaking 3.79 billion miles from Earth,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
After I do some independent research on the continent/country issue I will review your paper.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
There are two key facts in this statement.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"New tension comes as former Trump campaign chair Paul Manafort goes on trial, facing unrelated financial-crime charges, with Mueller’s team prosecuting him",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Last Friday, President Trump made the following announcement:",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
We have seen the increasing Islamization of the public-school curriculum. History lessons in Islam are dawah – proselytizing for Islam. Large public-school publishers have been bought by the Saudis.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
"Before I begin, I need to make clear that the best leaders are the best followers, and that of the Christ (John 14:6). With that said, Isn't it funny how things work in this world, it seems like when you do the wrong thing before God and man, somehow people seem to give it a pass. Yet, when you begin to do the right things and obey God and love man according to the Word of God, all of a sudden, the world acts like you're doing something wrong.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Representative Davis, who was interviewed by The Daily Caller, a conservative news site, after the photo emerged, called Mr. Farrakhan an “outstanding human being,” and later said he was not bothered by the leader’s position on “The Jewish Question.”",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
"It won’t take away Iran’s enriched uranium. It won’t destroy Iran’s nuclear installations. And it won’t bring down the regime which by its nature ensures all of these things will remain a menace to the US, its allies and international security as a whole.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
Consider Keith Ellison to be a flea-infested political con man.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Noah Lew and two other students were voted off the Students’ Society of McGill University last October after they were identified as having pro-Israel viewpoints. They were since reinstated.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Any one of these (and dozens of other) circumstances by themselves are not enough to dismiss this allegation outright. However, taken together as a whole, it’s far too suspicious to lend it any credibility.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Subscribe to the newsletters of websites you enjoy. Don’t count on seeing their work on social media. (You can subscribe to my newsletter here, incidentally.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Ms Geller, of the Atlas Shrugs blog, and Mr Spencer, of Jihad Watch, are also co-founders of the American Freedom Defense Initiative, best known for a pro-Israel ""Defeat Jihad"" poster campaign on the New York subway.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Soros has antagonised not only us but also England, President Trump and Israel too, he said. ""Everywhere he wants to get migration accepted. It won't work. We are not alone and we will fight together ... and we will succeed.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
We can only hope that learned imams such as Pope Francis and H.R. McMaster will go to Virginia forthwith and explain to Mohamad Jamal Khweis the proper understanding of the Religion of Peace.,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"They have double and tripled down on their claim. They have said that Stephen Paddock had converted to Islam six months ago, and they revealed his Islamic name as Abu Abd Abdulbar al Ameriki.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Thus, when Oswald was claiming that he was being framed, there could be only one entity that he could have been thinking about: the CIA, the agency whose officials, as former Washington Post investigative reporter Jefferson Morley has documented, were secretly monitoring his activities in the weeks leading up to the assassination, no doubt to ensure that Oswald had not figured out what was about to happen to him.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Kamala Harris & Elizabeth Warren Have Ethics Complaint Filed Against Them In Senate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"I included the following quote from CNN in an article the other day, but I also believe that it fits just perfectly here…",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Another problem with Farage’s statement is that it manifests a remarkable ignorance of history. While he is deeply concerned that British people not begin to think that resisting jihad terror means that they are in a “battle” with the “entire religion” of Islam, he appears unaware of the fact that many Muslims throughout history have considered their entire religion to be at war with the entire non-Muslim world.",0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,True
"Publicly, Pompeo and his hosts looked calm and friendly when they met Tuesday in Riyadh. At one point, as they greeted each other, Prince Mohammed noted the two countries were important allies.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
By the way…where are her pants?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"“In that most difficult period of my life, it was the women of the Nation of Islam who supported me and I have always held them close to my heart for that reason,” she said. The essay did not mention Mr. Farrakhan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Did God tell His Church to submit to that which He condemns? (Deuteronomy 25:1; Proverbs 17:15) Absolutely not!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"The remarks that the Pope had made in January that caused such offence were: ""The day they bring me proof against Bishop Barros, then I will speak. There is not a single piece of proof against him. Everything is slander. Is this clear?""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Black Death Warning: The Plague Is Impossible To Eradicate,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
"Minister of Foreign Affairs and Trade Péter Szijjártó said on Tuesday,“Hungary will not become an immigrant country, it has never admitted and will never admit illegal immigrants.""",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Their own narrative is quickly shattering.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The Supreme Pontiff decreed that the two preceding documents be promulgated through publication on the Vatican website and in Acta Apostolicae Sedis, as authentic Magisterium.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The strangest report came from the Netherlands where, for a single surviving autonomous monastery and an average age of 81, resources were mobilised to create “a completely new structure,” complete with approval from the Congregation for Religious:",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Think of this: Those that serve “We the People,” before taking office, swear to uphold the US Constitution with their hand on the Holy Bible. They are appointed to magnify law against crime, not crime against the law (Psalm 94:20). America is based on Common Law, the Mosaic Institution. Read the 5 books of Moses.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
"An expert is warning the plague that has sickened over 2000 people in Madagascar since August is impossible to eradicate. Even though the number of those infected has dropped in recent weeks, the plague will never truly be gone.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
The Dallas News reported:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
That will make for an exciting show on C-SPAN but none of this would be happening if the deep state plot to “stop” Trump had succeeded.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"The embassy's health alert says the government employee ""recently reported subtle and vague, but abnormal, sensations of sound and pressure"".",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Man arrested for allegedly buying gun used in killing of Ohio officers at scene of 911 hang-up call,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"But it wasn’t true. At all. In fact, the Gulf of Tonkin incident, as it became known, turned out to be a fictitious creation courtesy of the government to escalate war in Vietnam — leading to the deaths of tens of thousands of U.S. troops and millions of Vietnamese, fomenting the largest anti-war movement in American history, and tarnishing the reputation of a nation once considered at least somewhat noble in the eyes of the world.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
The CIA’s cover-up in the JFK assassination was even more brilliant and ingenious.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
"Yet even the alleged theft has not resulted in criminal charges — even though the letter also says House authorities have “purchase orders and vouchers” that allegedly show procurement fraud, as well as testimony from a Democratic chief of staff to Rep. Yvette Clarke, who warned of procurement fraud.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"They want to do what President Donald Trump suggested and ""take the guns first"" and forget due process.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Defense Attorney : What are the names of the other boys and the girl who were present?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Many members of Congress have demanded the White House take tougher actions, including punitive sanctions on Saudi rulers. But Congress has taken no action on its own.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
A victim of a paedophile priest in Chile has revealed he wrote to the Pope in 2015 about an alleged cover-up after Francis denied getting evidence.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"That gave the reins to his deputy Rod Rosenstein, who later appointed Mueller.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Karen Monahan, the woman who accused Keith Ellison of domestic abuse, says Democrats don’t believe her and are turning a blind eye and ear toward her claims — yet curiously, finding time and cause to go after Brett Kavanaugh.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Shock! The Pope Is Now Openly Attacking Child Sexual Abuse Victims For “Slander”,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Indeed, we have reached the precipice of corporate-state censorship. Those who have constantly demanded that tech giants silence their critics and information that ‘offends’ them are finally seeing the inevitable results of such irresponsible acts.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Nimesh Patel, a comedian known for being the first Indian-American writer for Saturday Night Live, had his stand-up routine at cultureSHOCK cut short earlier tonight due to uncomfortable jokes. cultureSHOCK, an event hosted by the Asian American Alliance, is a charity performance showcase that aims to provide a space to celebrate Asian American expression. Patel was one of the main events promoted beforehand.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
But the president tweeted Wednesday that Sessions should end Mueller’s probe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"As Successors of the Apostles, Schneider said they “could not act in another way.”",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"The government has promised police an extra 7.1 billion crowns ($880 million) through 2020, toughened laws on gun crimes and made it easier for the police to monitor private phone calls and emails, among other measures.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"A 32-year-old previously deported Ecuadoran man was arrested Jan. 7 in Chicago. He has criminal convictions for DUI, domestic assault and assault. He remains in ICE custody pending presentation of criminal prosecution for re-entry after deportation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Nevertheless, it's hard to believe that Haig's denials will dissuade the conspiracy-mongers.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"“All of a sudden there was just a crescendo of screams that started behind us in the lobby,” he claimed. “Then I heard somebody yell ‘there’s a shooter! There’s a shooter!’ And then I heard like five or six pops, like unmistakable gunfire, unmistakably.”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Why does it keep coming back?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The work carried out in Washington - together with resident commissioner Jenniffer González - was able to deliver the message of the urgency of an allocation of funds that meets the needs of the Island, the governor said in Friday's statement.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"As I said to Mr. [Walter] Matt, I can say in bad English what he says in good English, because he said all of the things I want to say [Referring here to Walter Matt’s introductory talk referenced above.] And I thank you, Mr. Matt, very much, for his invitation, and I thank you for your coming, and I thank Fr. Ward for what he said about the Society of St. Pius X. And I hope that you can understand my poor English, but I think it is better to speak some bad English because to translate would take too much time.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"In an apparent response to the “Today” interview, Lewinsky tweeted Monday that she is “grateful to the myriad people who have helped me evolve + gain perspective in the past 20 years.”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
The USMCA is a disaster and should be done away with without this threat of a caravan of migrants.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"This is an outrage, but it is common nationwide: the Daily Caller News Foundation reports that Mountain Ridge Middle School in West Virginia is “instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.” Students are made to write out the Shahada, which states: “There is no god but Allah, and Muhammad is the messenger of Allah.”This is exactly what I warned about in my book, Stop the Islamization of America: A Practical Guide to the Resistance , in the chapter “The Mosqueing of the Public Schools.”In order to convert to Islam, one says the shahada. Saying the shahada makes you a Muslim. The shahada is what is on the black flag of jihad.",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
