target,text,label
The COVID-19 vaccine interacts with human DNA such as altering DNA with RNA.,この冬は #パナソニックビューティ の美容家電で #セルフビューティ 💗ジブンでキレイを磨く、本格おうち美容体験を🏠 をフォロー&amp;ツイートで #クリスマスボックス に参加しよう🎅スペシャルギフトや美容家電が当たるチャンス!詳細: ,2
The immune system overreacts to COVID-19 after taking the COVID-19 vaccine through antibody-dependent enhancement.,Our bodies immune systems to the COVID-19 protein after getting the m-rna vaccine. ,1
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages.,Claims that #CovidVaccine causes infertility are false and come from #FakeNews sources. Full #FactCheck at ,3
HPV Vaccine immunity is more protective than natural immunity by lasting longer and giving a better antibody response.,The HPV vaccine is working even better than expected to protect girls from the cancer causing virus. ,1
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages.,You know what CAN cause infertility? COVID-19. ,3
Vaccine is tested on minorities and underserved communities because it contains sterility formula.,Not long ago the HPV vaccine by BMGF(Bill and Melinda Gates Foundation) was pushed on poor girls from adivasi/minority communities and had to be stopped for a series of violations including not taking informed consent. History repeating itself so quickly ,2
The COVID-19 vaccine can increase risk for other illnesses.,Does every person need to get the COVID-19 vaccine?,1
The COVID-19 Vaccine is a satanic plan to microchip people by controling the general population either through microchip tracking or nanotransducers in our brains.," Thank you for taking the vaccine developed under your President , . Americans are way ahead of the schedule of taking the vaccines because the vaccines were developed in record time saving years and many more deaths to this pandemic. ",1
Many people already have died from the COVID-19 vaccine trials.,350k UK people have had the first dose of the covid vaccine.,1
The COVID-19 Vaccine is using risky nanotechnology.," : BTS digital cover spotlight: Suga on depression, staying hungry after conquering the world, his songwriting process and m…",0
"Casting doubt about published research of HPV vaccine, such as Media and Science journals being ""bought"" and not publishing info about lack of HPV vaccine safety, it being hard to find ""independent"" research, Doctors or Scientists not telling the truth about HPV vaccines, or disputed information.",Officials Cover Up Dangers of HPV Vaccine Declares Scientist via ,2
"The COVID-19 Vaccine contains unsafe toxins which are injected into your bloodstream such as formaldehyde, mercury aluminum, or the spike protein.", : Imagina que vida desgraçada da pessoa que sai de casa e vai numa urna pra votar no HEINZE,2
The COVID-19 Vaccine is a satanic plan to microchip people by controling the general population either through microchip tracking or nanotransducers in our brains.,The Coronavirus vaccine is the mark of the beast,1
Not getting the HPV vaccine isn't putting others at great risk if you aren't promiscuous.,Check out my new blog: HPV Is Putting Men at Risk of Cancer. So Why Aren't You Getting the Vaccine? ,2
Bill Gates admitting Covid-19 vaccine is unsafe.,bill gates vaccine covid-19 microchip big pharma buzzword buzzword buzzword ,0
Homeopathic / Oriental medicine / alternative medicine / naturopath may Be Alternative to COVID-19 Vaccine.,Hmmm. And there is no scientific proof that there are alternatives to the vaccine?! ,3
The vaccine has not gone through testing for carcinogenicity or impairment of fertility.," Cannot understand how it can be claimed that vaccine is for preventing cancer, but at the same time it's written in the manufacture insert ""GARDASIL has not been evaluated for the potential to cause carcinogenicity or genotoxicity."" ",2
Many people already have died from the COVID-19 vaccine trials.,Fact: The Covid-19 vaccine will kill some people #socialcontrol #covidvaccine,1
The COVID-19 vaccine can cause autism.,"“After months of repeating that we are in an epidemic together…the usual thing happened: it turned out that, if you have the right friends, you can get the vaccine outside of any timetable.” ",0
Vitamins May Be Alternative to HPV Vaccine.," okay, thank you!! :)",2
Governments hide vaccine safety information.,""" : UK Drug Safety Agency Falsified #Vaccine Safety Data: 🚫#SB277 #HPV #fraud""",2
"COVID-19 Vaccines are gene modifying injections which make children's immune system attack organs, including brain and will kill you.",AstraZeneca/Oxford to trial COVID-19 vaccine in children ,0
Homeopathic / Oriental medicine / alternative medicine / naturopath may Be Alternative to COVID-19 Vaccine.,A reasonable and already effective alternative to a vaccine ! ,2
Homeopathic / Oriental medicine / alternative medicine / naturopath may Be Alternative to COVID-19 Vaccine., Sign up for an alternative vaccine? 😆 ,2
"HPV vaccine Gardasil is a fraud, it causes the very thing it is supposed to prevent: cancer. The vaccine probably CAUSES more cervical cancer than it purports to prevent because those vaccinated show a higher incidence of cervical cancer.",NO! outside research shows an increase in cancer that HPV vaccine was suppose to prevent. ,2
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages.,Covid-19 vaccine actually make people infertile ,2
Pharmaceutical companies hide cancer cure and release HPV vaccine., New 2017 study: Vaccine Manufacturers &amp; FDA Regulators Caught Hiding Risks of HPV Vaccines by Robert F. Kennedy Jr. ,2
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.", : شهید سلیمانی هم شجاع بود،هم با تدبیر به دهان خطر می‌رفت و اِبا نداشت... #مرد_میدان #HERO,1
HPV vaccine was not tested on boys.,HPV vaccines are most effective when taken by girls and boys aged 9–14 years. Women 21 years and older who wish to take the vaccine should do a screening test called Paper smear first (if they have been sexually active)...,0
The immune system overreacts to COVID-19 after taking the COVID-19 vaccine through antibody-dependent enhancement.,Somebody in australia tested positive for HIV after getting the covid vaccine 🥴,1
"The emergency authorization of the COVID-19 vaccines hides that it is unauthorized, untested, and unsafe and not understood injection of a new type of vaccine.",Johnson &amp;amp; Johnson applies for emergency use authorization for COVID-19 vaccine ,0
Aliens are allergic to the COVID-19 vaccine.,Allergic to the COVID-19 Vaccine? Absolutely everyone should get the vaccine. The exception is if your doctor thinks you can have serious allergic reactions to the ingredients of the vaccine (like PEG or polysorbate). Talk to your healthcare provider. #Allergic #COVID19Vaccine ,3
Acquiring HPV immunity naturally is the best by naturally fighting off the disease with a strong immune system.,"There are new age recommendations for the HPV vaccine, but becoming immune before ever getting exposed to HPV is best. ",3
"Mushroom extract, AHCC, helpful in treating HPV.",An interesting off-label use of an HPV vaccine to treat skin #cancer - leading to complete regression of tumors! ,1
Vaccine is tested on minorities and underserved communities because it contains sterility formula.,"Gardasil Mandates Have Begun...ingredients contain sterilization agents, 73% of girls in Gardasil trials sickened. ",2
The Federal government lied about the COVID-19 vaccines to reduce the information about effective treatments.," “The dean of Brown University's School of Public health is speaking out about what he calls a slow distribution of COVID-19 vaccines, criticizing the federal government for not doing enough to help at the state level.” ",3
The COVID-19 vaccine can cause COVID-19 because it contains the live virus.,The coronavirus will mutate in such a way that the vaccine will be useless.,1
Acquiring HPV immunity naturally is the best by naturally fighting off the disease with a strong immune system.,HPV and Natural Alternatives to the HPV Vaccine ,0
"Lack of confidence in Doctors / Scientists, due to some Scientists explaining why the HPV vaccine is unsafe, the Gardasil creator saying the vaccines are just as dangerous as HPV, children being given too many vaccines, or science / Doctors supporting or explaining the safety and efficacy of HPV vaccines.","Cancer agency says HPV vaccine is safe, slams 'unfounded rumours' &gt; ",3
The COVID-19 vaccine interacts with human DNA such as altering DNA with RNA.,do u want to get the COVID-19 vaccine?,1
Vitamins May Be Alternative to HPV Vaccine.,"MinuteClinic to offer vitamin B-12 injections, HPV vaccination ...: WOONSOCKET, R.I. — CVS Caremark's MinuteClin... ",0
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages.,A side effect of the covid vaccine may be sterilization. I think all liberals should be first in line.,2
The COVID-19 Vaccine injects the dead SARS-COV2 virus in your body.,$MRNA 's COVID-19 Vaccine shows activity against emerging strains of SARS-CoV-2 #Moderna #Coronavirus #COVID19 #SARSCoV2 #B117 #B1351 ,0
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).","The comment about the danger of the HPV vaccine is a lie. After years of use and study, it basically doesn't have bad side effects.",3
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).",THIS!!!!!!!!!!!!!!!!!!!!!!!!!!!!! : The HPV vaccine does not cause mental retardation.,3
The COVID-19 vaccine can cause autism.," Yes coronavirus does not exist. It is a political weapon sent by china to destroy america. Do not wear masks, and do not take the vaccine unless you want AUTISM!!!!",2
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages.,BLEM! Agora são 17:30 Hora de #EleNão!,3
HPV vaccine was not tested on boys.,HPV vaccinated women 'will only need three smear tests' -vaccine for boys? Gender inequity ,0
More people will die as a result of a negative side effect to the COVID-19 vaccine than would actually die from the coronavirus.,"Is it true that people who have already had COVID 19, are having a bad reaction to the vaccine?",0
The COVID-19 Vaccine is using risky nanotechnology., : ไม่ใช่เวลาของเรา = เพลงดี MV หึๆๆๆ5555555 #แฟมพันธุ์แท้นนท์ธนนท์,0
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation."," Will you take the Pfizer covid 19 vaccine? If I say no, because I don't believe it has been properly tested and rushed to market, does that make me ""anti-vax""? Show me 3 peer reviewed covid 19 vaccine studies that show it's safe...",2
Vaccine is tested on minorities and underserved communities because it contains sterility formula.,"Vaccines kill people. Please be aware. The HPV vaccine is killing adolescents, permanently disabling them and causing sterility in the form of ovarian failure. This is not okay!! Do you really know what’s happening?! Because this isn’t reported in... ",2
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.","On parle beaucoup de TJ Parker, mais Kurtinaitis c’est mauvais ce soir ...",3
Many people already have died from the COVID-19 vaccine trials.,"More than 1,100,000 people have received a COVID vaccine. Vaccine caused 3 allergic reaction; all recovered quickly.",1
The immune system overreacts to COVID-19 after taking the COVID-19 vaccine through antibody-dependent enhancement.,When would antibodies develop after taking the dose? Protective levels of antibodies are generally developed two weeks after receiving the 2nd dose of COVID-19 vaccine. (2/2),1
The immune system overreacts to COVID-19 after taking the COVID-19 vaccine through antibody-dependent enhancement.,It is not yet clear how long the protection from the covid-19 vaccine will last. It may be necessary to vaccinate again as early as next autumn if you have taken the vaccine in the spring.,1
The Federal government lied about the COVID-19 vaccines to reduce the information about effective treatments.," They can lie about vaccine not being the cause of death because they have already lied about other deaths being covid-19, when they were not. Our government has also effectively killed a lot of people who were not able to be treated, suffering from diseases.",2
"Lack of confidence in Doctors / Scientists, due to some Scientists explaining why the HPV vaccine is unsafe, the Gardasil creator saying the vaccines are just as dangerous as HPV, children being given too many vaccines, or science / Doctors supporting or explaining the safety and efficacy of HPV vaccines.",The Independent claims HPV vaccine unsafe. Science says The Independent is wrong. | #bioethics,3
Acquiring HPV immunity naturally is the best by naturally fighting off the disease with a strong immune system., re hpv: a healthy immune system fights off the virus with ease. Toxins in gardasil weaken immune systems. Info is out there.,2
Vaccine is tested on minorities and underserved communities because it contains sterility formula.,"Sodium borate is in HPV vaccine, but was BANNED by FDA in foods for attacking testes and ovaries of rats. Our children are being sterilized. #WakeUp ",2
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.",Fun Fact: The COVID-19 Moderna vaccine was created in just 2-days in January 2020.,1
"Mushroom extract, AHCC, helpful in treating HPV.", Recap cure him with HPV! Just mushrooms 🍄 massive recall of truffles missy of qvc only one positive for HPV without vaccine✔⛓©🔬🗣Law,0
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages.,Multiple deaths occured after getting the COVID Vaccine.,1
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation."," COVID-19 is a strain of coronavirus which has been studied for years, hence the base vaccine. Moderna had a mRNA-based vaccine well before the pandemic. SARS-CoV2 patented? That’s the virus… Animal testing - see link. ",3
Natural immunity last longer and is better than vaccine-induced immunity.,should COVID-19 vaccine development be open-sourced?,1
The COVID-19 vaccine can cause autism.,The FDA approved Madonna's Covid-19 vaccine!,1
HPV vaccine was tested against a placebo with high amounts of aluminum., This vaccine is NOT safe or effective!!! it has never been proven to prevent cancer! There are many HPV Variants and this vaccines also causes infertility and paralysis!! That is not safe! It’s one of the worst ones!! It was placebo tested against PURE ALUMINIUM!! ,2
Natural immunity last longer and is better than vaccine-induced immunity.,"I am with Rand Paul on this. I had Covid-19 in Nov–Dec 2020, antibodies confirmed in Jan 2021. Actual research is suggesting that natural immunity is at least as good as vaccines: likely to last longer than vaccines and to respond to new variants better than vaccines. ",2
No vaccine has ever been thoroughly safety tested against a placebo., Which reminds me... Gardasil is one of the few vaccines that was actually tested against a saline placebo (aka INERT) that coerced that was blabing about. source: ,3
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).",HPV vaccine and ME/CFS Good news! #cfs #mecfs,0
"HPV vaccine Gardasil is a fraud, it causes the very thing it is supposed to prevent: cancer. The vaccine probably CAUSES more cervical cancer than it purports to prevent because those vaccinated show a higher incidence of cervical cancer.","A former Merck doctor came out claiming that the company's HPV vaccine (Gardasil) is dangerous, doesn't work, and... ",2
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).",Receiving the #HPV vaccine drastically reduces risk of cervical and other cancers. It's safe and effective. Let your teens get vaccinated. #VaccinesWork ,3
The COVID-19 vaccine can increase risk for other illnesses.,Critical for vaccine priorities to include a broad group of people with disabilities that put them at greater risk of covid-19 complications. Seems like an opportunity to also move away from fraud narratives and allow people to self-identify. ,1
"Lack of confidence in Doctors / Scientists, due to some Scientists explaining why the HPV vaccine is unsafe, the Gardasil creator saying the vaccines are just as dangerous as HPV, children being given too many vaccines, or science / Doctors supporting or explaining the safety and efficacy of HPV vaccines.","Doctor Explains Dangers of HPV Vaccine, Warns That Manufacturer Studies are Rigged To Deli… ",2
The COVID-19 vaccine causes people to test positive for COVID-19 because the vaccine contains virus.,Should they mandate the Covid-19 vaccine?,1
The vaccine has not gone through testing for carcinogenicity or impairment of fertility.,HPV vaccine does not cause fertility problems ,3
The COVID-19 vaccine can increase risk for other illnesses.," Hi, people 65+ or who have a medical condition that increases severe COVID-19 risk can now get a COVID-19 vaccine depending on local availability. To get a vaccine, use our online map to find and call a vaccine provider near you: ",1
Homeopathic / Oriental medicine / alternative medicine / naturopath may Be Alternative to COVID-19 Vaccine.,Alternative to vaccine. ,2
"The COVID-19 Vaccine contains unsafe toxins which are injected into your bloodstream such as formaldehyde, mercury aluminum, or the spike protein.","COVID vaccine allergy. Allergic reactions might be caused by the vaccine antigen, residual nonhuman protein, or preservatives and stabilizers in the vaccine formulation, also known as excipients such as PEG (polyethylene glycol) 1/5 ",1
Acquiring HPV immunity naturally is the best by naturally fighting off the disease with a strong immune system.," A healthy immune system & regular paps is the best weapon against HPV, not a mass vaccination of 12 yr olds.",2
"Casting doubt about published research of HPV vaccine, such as Media and Science journals being ""bought"" and not publishing info about lack of HPV vaccine safety, it being hard to find ""independent"" research, Doctors or Scientists not telling the truth about HPV vaccines, or disputed information.",Independent Journalist reports on the situation in Ireland with the HPV vaccine and lack of informed consent. #NOHPV… ,2
"Casting doubt about published research of HPV vaccine, such as Media and Science journals being ""bought"" and not publishing info about lack of HPV vaccine safety, it being hard to find ""independent"" research, Doctors or Scientists not telling the truth about HPV vaccines, or disputed information.",HPV Vaccine May Also Sa -vaccine-may-also-save-mens-life/ -vaccine-may-also-save-mens-life/,3
Pharmaceutical companies conceal information about COVID-19 breakthroughs or reinfections.,"The phony survey claims to be from pharmaceutical company Pfizer, with questions about their COVID-19 vaccine. ",1
The COVID-19 Vaccine is a satanic plan to microchip people by controling the general population either through microchip tracking or nanotransducers in our brains.,The bill gates microchip in the covid vaccine is actually just there to get rid of the gene that makes cilantro taste like soap,3
"The emergency authorization of the COVID-19 vaccines hides that it is unauthorized, untested, and unsafe and not understood injection of a new type of vaccine.",The FDA grants Emergency Use Authorization for Moderna's COVID-19 vaccine. ,0
The COVID-19 vaccine should not be taken by people who are allergic to eggs.,"Tucker Carlson right-wing host, who Fox News lawyers have successfully argued in court should not be taken seriously, is warning people against the Vaccine for the Covid Virus &amp; is making fun of Jill Biden's PHD. He is so pathetic &amp; should be boycotted!",1
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages.,They also said Covid caused infertility back in April. Covering their butts with the vaccine id say. That’s was clearly not enough time to know it would cause infertility. 🙄 ,1
The COVID-19 vaccine can increase risk for other illnesses.,この冬は #パナソニックビューティ の美容家電で #セルフビューティ 💗ジブンでキレイを磨く、本格おうち美容体験を🏠 をフォロー&amp;ツイートで #クリスマスボックス に参加しよう🎅スペシャルギフトや美容家電が当たるチャンス!詳細: ,1
Many people already have died from the COVID-19 vaccine trials.,My dad's just had his first covid-19 vaccine shot.,1
The immune system overreacts to COVID-19 after taking the COVID-19 vaccine through antibody-dependent enhancement.,"Even if you have had COVID-19, you still can benefit from receiving the COVID-19 vaccine. ",1
The COVID-19 vaccine can cause autism.,thinking of the covid vaccine side effects.,1
"Because the chances of survival if infected with COVID-19 are 99.99%, people should have the right to decide whether to vaccinate."," dude. COVID 19 has a .05% mortality rate for people under 60. This is not ebola. People should have a right to decide whether a vaccine with new technology that was expediated and is now ""authorized for emergency use"" is something they want or not.",2
The COVID-19 Vaccine injects the dead SARS-COV2 virus in your body.,Complete Protection Against COVID-19 related Hospitalization and Death. Great news for single dose! #COVID19 #vaccine #SARSCoV2 #viralvectors ,0
"Vaccines alter the immune system of a child, such as causing cytokine storm where the immune system attacks the body, especially in young women, girls, and unborn children where the vaccine was designed to destroy their immune systems.",HPV vaccines are effective and safe and work best in young women #HPV #vaccine #bewise #immunize #immunifyMe ,3
The vaccine has not gone through testing for carcinogenicity or impairment of fertility.,"HPV vaccination does not affect fertility in adolescents, study finds via ",3
The immune system overreacts to COVID-19 after taking the COVID-19 vaccine through antibody-dependent enhancement.,"The COVID-19 vaccine, just like any other vaccine, works by teaching your immune system how to defend itself against attack from the virus. Find out more👇 ",1
COVID-19 vaccines make you 5G compatible and Bluetooth-enabled.,こんなこと(書き下ろし)一生ないと思ってたから泣きそうなんだよなあ(大の字)ミミズクはいつも私の感情の根幹のそばにそっといる子です🦉,2
The vaccine has not gone through testing for carcinogenicity or impairment of fertility.,HPV vaccine associated with significant reduction in fertility. ,2
"Big Pharma puts toxins in the bloodstream through the HPV vaccine, such as aluminum, ""lab engineered DNA"", and a toxin that weakens the blood-brain barrier causing neurological effects.",Big Pharma must offset the cost of vaccine research. Remember the HPV vaccine and how they tried to convince us the virus was an STD for males and females?,0
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages.,"New study found #COVIDvaccine is safe during #pregnancy and may protect baby, too. ",3
"The HPV vaccine was recalled or banned in many countries, such as being ""proven unsafe"" in Europe.",Merck Voluntarily Recalls HPV Vaccine Gardasil: ,2
The COVID-19 vaccine contains tissue from aborted fetuses.,"Argentina legalises abortion, Covid vaccine is made from aborted fetal tissue... Do the math, more and more countries are gonna follow this trend. GOD HELP US ALL!!!",2
The COVID-19 vaccine contains tissue from aborted fetuses.,Does the new vaccine cover the newly mutated coronavirus?,1
The mRNA COVID-19 Vaccine replaces your natural genetic code with their synthetic unnatural genetic code.,"PAR COVID-19 mRNA vaccine BNT 162 The DNA for the RNA transcription is manufactured through a line of.....wait for it......... E-COLI!!! Oh yeah, they used luciferase in their studies. Who in their right mind is willing to insert this into their body?!! Insanity. ",2
"Big Pharma puts toxins in the bloodstream through the HPV vaccine, such as aluminum, ""lab engineered DNA"", and a toxin that weakens the blood-brain barrier causing neurological effects.",If You Have A Teenager You Should Be Concerned: Big Pharma Was Just Caught Lying About The HPV Vaccine... ,2
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).",What You Need to Know About HPV Vaccine Safety -vaccine-safety,0
More people will die as a result of a negative side effect to the COVID-19 vaccine than would actually die from the coronavirus., Some people are getting super powers as a side effect of the Covid vaccine.,1
The COVID-19 Vaccine Will Make You Gay.,"“Does the Covid 19 vaccine make you gay? You wish! Unfortunately, science does not work miracles.” 🏳️‍🌈 ",3
"Pharmaceutical companies purposefully conceal information about the safety of vaccines, such as Merck lying about the HPV Gardasil vaccine."," : Happy birthday Corona, hope not seeing you next year. #COVID19 ",2
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages.,And this reminds of me how scary it is for medical personnel to let personal beliefs effect their work. Reminds of a women who was denied medicine for a miscarriage because the pharmacist was against it. Like she already had a prescription and he wouldn’t give it to her. ,1
The COVID-19 vaccine interacts with human DNA such as altering DNA with RNA.,"Viruses that use RNA as their genetic material, like SARS-CoV-2, are particularly vulnerable to mutations since the RNA molecule itself is more unstable than DNA. The process of copying RNA is also more prone to error. ",1
The vaccine has not gone through testing for carcinogenicity or impairment of fertility.," HPV vax can cause primary ovarian failure, and no vaccine has ever been tested to see if it affects fertility. But this does seem unprecedented. Let's push it on 12-15 year-olds!!! 🙄",2
Almost no COVID-19 infections in children and not long-term study of side effects do not justify the risk of vaccinating children.," He's just,,, *clenches fist* so sexc and gender and he's,, so kind ",3
"The HPV vaccine was recalled or banned in many countries, such as being ""proven unsafe"" in Europe.", please end mandatory HPV vaccine bill. This vaccine has been proven unsafe. ,2
HPV vaccine was not tested on boys.," , the HPV vaccine was not tested on women of African descent. In the States, where it was developed, it causes infertility.",0
"Casting doubt about published research of HPV vaccine, such as Media and Science journals being ""bought"" and not publishing info about lack of HPV vaccine safety, it being hard to find ""independent"" research, Doctors or Scientists not telling the truth about HPV vaccines, or disputed information.","Have seen a lot of bullshit about the HPV vaccine recently, so here's some actual science for those who might be worried. ",2
The immune system overreacts to COVID-19 after taking the COVID-19 vaccine through antibody-dependent enhancement.,This is fascinating ,1
More people will die as a result of a negative side effect to the COVID-19 vaccine than would actually die from the coronavirus., No one died or got hospitalized from the vaccine. 1% die and 20% get hospitalized from COVID. Why would you fear the vaccine more than COVID?,3
The immune system overreacts to COVID-19 after taking the COVID-19 vaccine through antibody-dependent enhancement.,"Myth: The COVID-19 vaccine gives you COVID-19. Fact: The vaccine cannot cause COVID-19. The vaccine is manufactured without live viruses, and the mRNA vaccine generates a single protein that triggers the immune response. Learn more about the vaccine at ",1
Natural immunity last longer and is better than vaccine-induced immunity.,"If you support capitalism, you do not need to worry about what is in the coronavirus vaccine.",1
More people will die as a result of a negative side effect to the COVID-19 vaccine than would actually die from the coronavirus.,Vaccine side effect prolly worst then actual Covid 🤷🏾‍♂️,2
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages.,The covid 19 vaccine causes anaphylaxis in older adults and the elderly.,1
HPV vaccine was not tested on boys.," - JCVI ok HPV for MSM, should we field test HPV 4 teenage boys? ",2
The COVID-19 vaccine contains tissue from aborted fetuses.,The covid-19 vaccine violates the Nuremberg code ,1
"The HPV vaccine was recalled or banned in many countries, such as being ""proven unsafe"" in Europe."," Although that myth is still pushed by many anti-vaccine websites, the HPV vaccine is not banned in Japan. It was removed as a vaccine that is actively recommended in 2013, but it still available and is still on the Japanese immunization schedule.",3
"Big Pharma puts toxins in the bloodstream through the HPV vaccine, such as aluminum, ""lab engineered DNA"", and a toxin that weakens the blood-brain barrier causing neurological effects.",Big Pharma: Ontario Gov. says HPV vaccination program to include boys..? via ,0
The COVID-19 vaccine can increase risk for other illnesses.,Are you going to take the covid-19 vaccine?,1
"COVID-19 vaccine is an unsafe poison, no one should take it.",The covid-19 vaccine is unsafe #SSOT #UOT #KOT,2
"The emergency authorization of the COVID-19 vaccines hides that it is unauthorized, untested, and unsafe and not understood injection of a new type of vaccine.", no SONO FELICE PER QUESTO,0
The COVID-19 Vaccine is a satanic plan to microchip people by controling the general population either through microchip tracking or nanotransducers in our brains.," The COVID-19 vaccine is perfectly safe during development, transport and storage. It only becomes dangerous once injected into humans.",1
Bill Gates admitting Covid-19 vaccine is unsafe.,Bill Gates COVID-19 Vaccine and 060606 Microchip are Satanic Plots says Oscar-Winning Director Nikita Mikhalkov ,2
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages.,The Coronavirus vaccine is the mark of the beast,1
HPV Vaccine immunity is more protective than natural immunity by lasting longer and giving a better antibody response.,Longer Lasting HPV Vaccine Attributed to 139+ Deaths in 2 Months ,0
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.", A covid vaccine was developed and made ready for distribution in record time.,0
"Unfounded Worry about HPV vaccine ingredients, such as aluminum adjuvant and borax.","Rosenblum: HPV vaccine worries understandable, but unfounded via #vvhealth7",2
"There are severe side effects of the COVID-19 vaccines, worse than having the virus.","First part of the covid vaccine is done, and thankfully no big side effects.",3
"COVID-19 Vaccines are gene modifying injections which make children's immune system attack organs, including brain and will kill you.",Pfizer COVID-19 #vaccine for #children over 12 sanctioned by #Brazil ,3
The mRNA COVID-19 Vaccine is gene therapy that activates a toxin in your body.,"Covid-19 vaccine. A ""Gene-altering vaccine"" to cull the weak and make the body unable to fight off what is coming down the pike, and nanoscience that activates with 5G's to do what to do whatever they want it to do.",2
Vitamins May Be Alternative to HPV Vaccine.,The HPV vaccine may be good lets see.,0
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.","This. Or for not offering COVID testing, especially to frontline providers 😔 We are in a pandemic that is rapidly worsening and need to act with urgency... ",1
The immune system overreacts to COVID-19 after taking the COVID-19 vaccine through antibody-dependent enhancement.,this poor man was diagnosed with palsy after taking the coronavirus vaccine. do not take the vaccine!!!! ,1
"Lack of confidence in Doctors / Scientists, due to some Scientists explaining why the HPV vaccine is unsafe, the Gardasil creator saying the vaccines are just as dangerous as HPV, children being given too many vaccines, or science / Doctors supporting or explaining the safety and efficacy of HPV vaccines.",Prominent Scientist Warns of HPV Vaccine Dangers ,2
Not getting the HPV vaccine isn't putting others at great risk if you aren't promiscuous.,"Also, the HPV vaccine DOES NOT protect you from HPV. Most of us have HPV &amp; don’t even know it. &amp; HPV puts you at high risk for cervical cancer. WEAR A FUCKING CONDOM ",0
The COVID-19 vaccine should not be taken by people who are allergic to eggs.,"COVID-19 vaccine not recommended for those with allergies, CDC says ",1
The COVID-19 vaccine can cause autism.,The Covid vaccine seems super sus.,1
"COVID-19 Vaccines are gene modifying injections which make children's immune system attack organs, including brain and will kill you.", no me das mas bola ori,2
The COVID-19 vaccine interacts with human DNA such as altering DNA with RNA., : پورھيت کي اجورو پگھر سڪڻ کان اڳ۾ ملڻ گھرجي ھتي ته سندس سان ظلم ڪيو ٿو وڃي ـ #SindhAssemblyShouldPassGIBill,2
"The COVID-19 Vaccine contains unsafe toxins which are injected into your bloodstream such as formaldehyde, mercury aluminum, or the spike protein.","A safer vaccine option is in the works-preliminary tests showed it produced 12 times as many antibodies as Pfizer or Moderna It uses nanoparticles, not DNA or RNA- ",1
COVID-19 Vaccines using mRNA override and destroy the immune system by stopping the natural immune system from fighting every other disease.,"I am not a virologist or against the vaccine concept (Artificial Active Immunization) but concerned about mRNA #vaccines technology. To me, It's never good when a technology has to Evade, Fool, Bypass, Tweak &amp; Override our own immune system. In Moderna's own words: #Covid #Health ",2
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).",Is HPV vaccine safe for our kids? ,0
Not getting the HPV vaccine isn't putting others at great risk if you aren't promiscuous.,"My thought exactly MT : Hate that isn't ""duh"" news to all: HPV vaccine does not lead to promiscuity in girls ",1
"Unfounded Worry about HPV vaccine ingredients, such as aluminum adjuvant and borax.",Concerns unfounded: HPV shot doesn't lead teens to sex via ,1
