label,text
5,this is a good thing to happen so that both groups of people can experience a new perspective. you cannot change everyone's minds but getting people to listen to each other helps.
2,The image encourages me to protest the abandance of gun violence.
3,He gets praises by others. 
7,"kids should just have to worry about being kids, not getting hurt. "
3,"students are coming together and standing strong, against gun violence "
3,Good measure but I honestly can't see how that would make much of a difference
4,of saying that students should learn cpr instead of protesting gun violence even though cpr is a very important skill
0,My interest is peaked because this is a very relevant topic
3,there was violent intent and it needs to be clarified if the gun was legally owned so they have every right to arrest him and investigate
1,Pure racist. Angry to see how he triggered people of color.
6,almost anyone is able to print a gun that might not be detectable.
4,its disgusting that people think this way
6,"Many guns are shown in the picture, which makes me feel fear and high pressure"
1,I think medical professionals should be able to share their own opinions on gun violence and anything they want. Everyone has freedom of speech and can express the opinion.
3,I completely advocate gun control
7,i resonated with the title because i have felt the kind of anxiety the article was talking about. i can't imagine what it must feel lik to have to go through what the kids in the picture are going through. 
1,it makes me angry that someone else just committed a crime and might get away with it. I also don't like how it's getting handled 
6,I'm scared that people can be mentally not okay and still possess lethal weapons.
0,I think the pics of Trump are more than 10...
5,excited for more gun control policy 
7,If efforts can't be measured I don't know how they will help
1,people's lives doesn't matter to him
3,this will help reduce the risk of shooting as many shootings have involved assault rifles.
3,I would be curious to read this and learn more about this perspective.
1,it is ridiculous that the cop sues the gun shop for doing absolutely nothing wrong.
7,somehow I think the politicial is having difficulties answering questions raised by those journalists. So maybe the violence situation is tricky.
5,It's good to hear that some potential gun violence was stopped
4,Trump only cares about his personal brand and image not the safety of the American people
3,people are taking an active role against violence and want to make the world a safer place for others as well. 
1,I don't know who she is she looks like shed oppose gun control though
6,I do not know what the two parts of the image have to do with each other
3,If someone finds joy in spirituality then I think that's good
4,Donald Trump claims that the election was rigged and that is not true.
1,Racial prejudice makes me angry because it is so stupid.
4,He's encouraged and helped the NRA to spew propaganda in favor of less gun control. 
5,"is this some kind of stock image? I feel like I've seen it before in this survey. Regardless, doing a safety review is better than doing nothing."
7,"sad to hear that but agreed with the decision, since this means gun threat is high"
1,the connection between gun violence and racism
3,I'm not sure who he is
1,because this is an excuse that is often used by those who commit violence and it is rarely valid.
6,this doent seem to have anything to do with gun violence 
6,More and more people will have weapons.
3,I don't like this image but the text of news makes me feel the right way
7,I feel bad for that the shooting occurred and that someone wasn't there to stop it
4,what a pitiful human being. 
0,"This image makes me feel pretty amused as the expression the man has is comical and is obviously attempting to impersonate Donald Trump, the former president. "
3,"If someone wants to shoot outside in a controlled area, then let them as long as they are not shooting anything that is alive."
1,she has no morales or sense she is an idiot enabler 
4,guns are used in a lawless land and has no place in a high functioning democracy
4,"The South Dakota governor is really all about getting in with the Right, and it's so annoying. She did similar pandering around COVID debates."
3,the gun he is holding doesn't look weird -- he looks awkward acting
6,looks like a school case of violence and that's very scary for me
7,I feel fear since I am a person of color and I have the fear that I maybe involved in gun violence by a police officer
7,Can't see a problem here. 
4,"This image didn't really trigger an emotion in me. Of course, every time I see a picture of a gun or hear talk about it, it sticks out to me, but I didn't necessarily have a feeling. "
1,the government looks fancy on the outside but is so incompetent in protecting its people. 
1,His claims did not match the facts.
7,"What a hopeless action, sad"
2,I feel supported by larger numbers of people who believe the same things I do.
6,too many people are crowding together and it is dangerous once the crowd gets fevered
0,it's just a place and there is even no people showing 
1,this picture seems like a threat instead of respect. 
4,"People need to be repected. She is a victim, and she shouldn't be judged based on her identity."
7,"this is a powerful protest that proves the concern we should have around guns, yet people still support the rights to owe guns. It reminds me of all the people we have lost. "
1,guns are unnecessary. automatic military grade guns are especially unnecessary for the every day person 
2,"There are alot of kids that have died and it is emotional to honor them, I have cried while doing that too"
1,there shouldn't need to be a memorial service. If gun laws were stricter those people would still be with us and the memorial wouldn't have to exist
1,people like the congressman hold back solving the problem
3,something good is happening 
1,"since gun control are good for people's safety, why there are still protesters."
3,People are making changes. 
7,because there have been so many protests but no justice has been given to victims of shootings
6,I am not sure who this person is but i worry about what they may have done
6,this person looks unhappy and a bit angry which makes me scared because they are holding something that resembles a gun
7,I cant imagine returning to school after such an incident
2,It means he cares about people who lost their lives
7,"Guns must be strictly controlled, and it is a complex problem."
3,Strongly agree it. Especially among younger generations.
7,violence and mental illness are tortuous.
5,some progress in gun control 
5,I support no gun and this parade seems like they are supporting too
0,I don't think the urging will make a difference.
6,The next murderer might be one of them in the picture.
1,students should be able to protest
3,I don't know who he is
7,people are giving flowers in graveyard
5,I don't know what this represents 
0,its like he is in gladiator and he is rejecting someone I think its kind of funny
6,Can't relate to myself
4,why? people have died take it seriously
1,she advocates for more people need firearms 
7,"Gun violence is related to death, and the image illustrates this fact."
0,this is a good thing
6,This is scary to think that teachers hold weapons in their classrooms.
7,Peopled died and this is unlikely to change much
6,"actually, i feel nothing "
3,It's good that people are happy to talk about justice
4,I just can help feeling that Donald Trump don't take these things like gun violence seriously.
1,I think it is wrong to put everything on one person
5,Hopefully we will have more gun safety laws.
5,it makes me excited that these students are standing up for what they believe in 
5,"the bare minimum, but glad they are moving in the right direction"
3,I think it's really great that celebrities are always using their platform to speak out on this issue
7,"It really makes me sad to know that we have gotten to this point of the discussion. I can't imagine seeing my teacher with a gun and it shows me how bad the situation has gotten. However, I do not agree with this idea."
1,Chicago cannot be a better city if there are no real actionable steps to reducing gun violence. Decrying does not do anything to solve the issue
4,i hate trump and thats just so disgusting of him
5,It makes me feel safe that everyone all gather together
2,"Happy to see action being taken following another school shooting. Parkland felt important, but only minimal change has taken place. "
1,Policemen apologize for killing a human life.
7,guns kill people. stop selling guns.
7,games are getting more and more violent and violence is glorified for kids. 
5,the government is paying more attention on gun problem and wants to build a safer society. 
7,the girls in the photo look sad and the sentences on the paper 
6,"I vaguely remember a shooting that occured here. But the presence of police cars at a major public venue, like this one pictured, makes me feel fear and nervousness about what occurred inside."
4,"This is a very insensitive response, and the country deserves a response that takes the event seriously. "
1,those with mental health issues can be more unstable sometimes so its upsetting that this person was able to legally own a gun and eventually commit a shooting
7,"This looks like a memorial, possibly for gun violence victims, which makes me sad that so many are dead because of a problem we could solve. "
7,the gun control is not effective so that even a high school student can bring a loaded gun to school. it's also very dangerous cause the teenager haven't develop fully to control their emotions and this may cause tragedies.
3,"like before, it is nice seeing other kids my age fighting for our rights. It's unfortunate that we constantly have to partake in protests and campaigns in order for the higher powers to consider our feelings "
3,What am I supposed to feel about this?
6,it's very telling as to who has power in society and that scares me.
1,this Republican used very vulgar and disrespectful words.
7,"it's sad to see how government didn't take actions to prevent gun violence, and people are making profit out of these issues. "
3,I don't know enough about this.
5,we love each other as humans. 
5,I am glad young people are using their voice
7,Seeing photos of guns after hearing of gun violence makes me sad.
7,"With the knowledge of how corrupt U.S. gun violence laws are, its difficult to see people still honoring the country knowing how flawed it is. "
0,"The atmosphere in the photo is so pretty, and the NRA logo on the clothes looks like people are in a place for an NRA event, so I'm curious to see what's going on."
7,"sad it's necessary, glad it's being taken seriously"
5,I agree and I think it should be put in action.
1,these people should be present at the rally and deliver their opinions to the public.
7,it makes me think of the profit people make off of guns and ammunations
4,this picture is seemingly a mug shot of someone and that is disturbing considering the awful acts they could have committed.
4,"I'm not sure what's going on in this photo, but i know it's not positive "
7,Because innocent people were killed in the shooting.
3,It's good to have a stable position
1,its' frustrating that we have to debate these issues at all.
4,of the problematic politics of the person in the image. 
7,It is more like a clickbait that doesn't tell you what is the point in the headline
0,This seems like a necessary skill to have given the threat of mass shootings
6,"when school and guns are correlated, it is always freaking me out"
0,The complexity of the power behind this news triggered my apoliticism
1,It would not have helped.
7,"I feel sad about what happened to this girl, but I also think that they didn't ask if the girl wants to show her face to the publics so asleep a little angry. "
6,this man is using violence to get his point across and there is no predictability of his next actions 
7,Nothing has changed even the majority of the people believe guns should be controlled. 
3,it is nice to know there are laws being made to help protect against gun violence. 
5,"I agree, the second amendment should be appealed"
3,"I believe these are the necessary steps, or at least a good start, to solving the issue in the US"
4,anyone with mental health issues should not be able to purchase a gun and this has been agreed upon but no steps have been taken towards mental health care in the US. People use the topic of mental health to stray from the simple fact that the guns are the issue here
7,it makes me feel like it will never stop. 
4,police cannot just admit that they are racist and own up to their biases that leave innocent people dead.
4,how can gun donations help erase the issue of school shooting? 
2,its good to see people making an initiative and helping
6,gun violances are everywhere
7,This is true and people are dying because the second amendment.
6,that's what he should do
5,I am excited that maybe they are meeting to work on preventing gun violence.
2,this is a factual study; interested to read though
6,I'm scared because I don't know why it is being stalled.
5,"the amendment, if just let guns killing lives, should be reconsidered"
7,"seeing how this affects children at such a young age is so upsetting. Also as a parent knowing things like this do not happen to children who live in other countries makes me question my decision to raise. a family in America, somewhere I am supposed to be proud to call home"
7,there is a problem in this country with gun violence. 
5,I feel joy that people want to end gun violence
6,it's good to have these. It's just sad to see that we've fallen so far and low to this state of danger.
6,The picture of the man is a little weird and scary
3,Gun control can prevent many tragedies.
6,It’s scary to think that someone is going to kill another so they can claim them as a trophy. 
6,The large amount of guns appeared give me the feeling that the are so many possibilities for the happening of other gun violence
0,it's two unrelated things.
5,this could be a step forward for gun control in California 
7,normal events have to be stopped or cancelled because we live in fear of a shooting
6,"if NRA has a voice in the congress, gun control will be harder to be solved ultimately."
4,The visual with the long red scar just makes me uncomfortable 
6,you never know what happens in the environment or neighborhood around you. situations like these are unpredictable and scary to be in 
6,seems as if someone is carrying for no reason
6,I cant belive they worded it like this
6,Not sure what the headline means
6,The background color and the texture of the gun.
7,How many lives do we have to lose for a change. 
4,men are gross and this is an embarrassment to the male gender. 
5,It's strong and upfront. people are fighting for change and they are committing and staying persistent.
4,the article shouldn't be about how stressed parents have to deal with their feelings but rather should but what school should be doing to ease this anxiety 
2,I feel admiration because they are fighting for what they believe
3,I do not know who that is.
4,Gun violence should not be used to further one's political career
7,Those flowers may be for memory. 
7,"they are profiling, but I also don't know the context"
1,another weapon that could carry out a mass shooting
3,I completely agree as there need to be more restrictions in place
6,Always hear news of gun shots around
6,Why a handgun can be found at school?
5,I feel like the NRA holds a lot of power and benefits a certain group of people that are unfit to own armed weapons.
5,It sounds like justice would be delivered
7,"the thought of people having to be fearful for their belief hurts me. Also, coming from a predominantly Jewish city in Ohio, I know how much this event impacted my close friends and family. "
5,government should take more actions 
0,Happy for the support on her sign 
7,Not sure if this man is here to give press briefing after a shooting or called the media to discuss gun violence but I get feeling of sadness when looking at his facial expressions and thinking about the context of press conferences with gun violence. 
7,someone lost his family member and that hurts
3,I'm not sure what this is for but it gives me hope for gun reform?
1,So they are actually selling these now?
4,a childrens show is being used in a violent manner to serve as propaganda 
7,Glad that these teachers survived but sad to hear them tell their stories.
2,"the kindness shown by others during a tragedy, especially a mass shooting, allows communities to come together and heal. "
6,People will not obey the law 
7,Because in some ways what he is saying is true 
7,it is hard to see people in pain.
7,"The national flag behind the guy makes the picture look like a picture of deadee, which makes me feel sad."
3,I don't know who that is 
3,gun control legislation is so important and necessary to keep the citizens safety.
6,it is scary to think about how gun violence can influence a whole industry and the people in it.
7,It just depresses me that the kids from Parklands' lives have been defined by this extreme trauma. 
7,The security guard should have been rewarded for assisting the police but instead he was murdered
3,I relate and align with the signs -- the school setting should be safe and it's too late to do anything once a violent event occurs.
6,The man presenting looks stressed which makes me interested and nervous about what he is talking about
6,"I think that making guns less accessible will help prevent shootings, but at the same time I do see that people can get their hands on them illegally."
4,the picture does not show something going with the sad type of the headline
2,I am glad people are giving the victims resources they need
0,I'm happy because it catch people's attention on this accident. But it is disrespectful for dead people and their families if take it over entertaining. 
2,"not really sure what this headline is trying to say, it seems like just a lot of key words"
0,This is being presented as if it is a shocking revelation. It is not.
6,This makes me fearful because I didnt know people with dementia were more likely to commit suicide. 
1,This is not just a hate crime
0,I want to see what happened and why there is a cop car
4,racial biases against black people from police is an issue
6,"I'd be so scared as as doctor seeing all victims of shootings, and I'm sad for what they have to go through"
7,this makes me sad because they're sad and i feel bad for what they went through 
3,At least this asshole can make one reasonable statement 
4,"again, the government is blaming its incompetence on something else. "
7,"I know that Dick's sells guns, which means they are more available to the public. "
7,I feel terrible for the family who has to go through the pain of losing a loved one. 
2,he seems determined from his expression and he is staring at the camera making him trustworthy
6,this man looks angry and like he could have committed a crime
3,I don't feel anything looking at this I don't know who she is
2,Stay in your lane is so direct and almost confrontational and it just feels almost like a sassy remark. And I think doctors have a right to say what they're saying. They're proving a point and I'm all for it.
7,The gun problem poses a serious threat to people's life
6,Such racism is frightening
4,I don't agree with him or his policy
7,well not sure if I should be sad because it is an attack or because of racism . it should has all the checks for being dissappointed 
5,people are doing things to defend
7,this is concerning in the fact of gun violence It makes me sad
7,"How could someone fall so low and be so pushed to such a lowly point. I'm not even angry, just sad, and I want him to be understood, to speak to him, to what was like and why he became who he was."
6,I don't feel anything
7,"guns and the country flag are always associated together, but they shouldn't be"
4,These leaders are not seeing why students are angry about gun regulations and instead says it will test their strength of movement.
1,"we need to mention gun control in everywhere especially in the schools, since there are a lot of young students there."
3,someone is putting their effort to stop dangerous situations in the country 
1,"police are finding excuses for their mistakes, and which is probably related to racial problems"
6,I'm not sure what happened in this photo
3,"I believe student's gun march is influential. However, I don't think it will make any difference on gun restriction process."
4,Does he take this seriously?? I doubt it.
7,kids at a young age were effected and may still suffer in the future
7,This headline is hardly surprising. It is regrettable that the next one of these guys is out there somewhere now and is not being stopped by any laws from committing a shooting like this.
7,the trauma lasts. students should not have experienced these at a very young age
7,"I recognize this man as a victim of a shooting, which I believe was a police brutality incident. This prior known context makes me feel sad. However, I don't remember the full story and the image itself is relatively neutral. Therefore, no strong feelings exist."
1,"again, I don't mess with trump and his abuse of power"
2,It looks like a serious and official press event.
0,That looks like something they should've done a long time ago
4,its not about them hating individual freedom its about them wanting to feel safe and advocate for the safety of their country and community. 
1,"With all the school shootings, hate crimes, and other crimes, would't you want to make sure people yielding lethal weapons -- whether they're intended to kill or not -- are of sound mind and likely not to hurt others?"
7,"I can feel how these students have experienced, and I sincerely wish all people live happily with a safer environment. This needs to be done with the help of government."
4,I don't think people should fly or travel with firearms.
1,why student at that age can have access to the gun
3,What they want to do for hit the road? Protest?
3,glad doctors are doing something idk
7,the photo is meaningful and sad
0,it'll prolly be funny.
7,i dont know its sad but doesn't evoke strong feelings ive been hearing topics like this my entire school career
6,it definitely makes sense that the professor and the people on campus feel unsafe about firearms being allowed on campus.
3,Not sure who this person is 
6,I don't like the idea that something bad is happening at school
2,"Glad to see action, but sad to see students doing all of the work "
6,Shooting when people are gathering all together is scary.
6,I feel more fearful around people with guns who have radical beliefs than those who don't
7,Why does someone have to be hurt to demand controls to see that others are not hurt? 
7,of the trauma and pain survivors exprienced
6,What does this mean. 
1,"This is completely inappropriate for a lawmaker to do. Even with a differing opinion, his job is to stay professional. Also, guns are not a toy to be shown off as he did. "
6,I don't know the meaning of this pic
4,It is awful that I could determine the shooter's feeling after the shooting through his eyes.
3,not sure how this relates to gun violence
7,adults should be more concerned 
6,"Decisions made so close to deadlines feel like they were not carefully made and make me question the result, especially regarding something as important as guns. "
0,dont think trump did anything good to the situation of gun violence
6,it's scary that bans on assault weapons can't fully stop the issue of gun violence.
4,how could someone be so ignorant and disgusting to not even shake the hand of the father of a shooting victim. It is the responsibility of people like him who allow for gun violence to happen that people are killed. 
3,I would possibly tune in 
1,he still hasn't change his atittude 
5,will not have a bad influences on teenagers 
7,I did not understand the news and the correlation between the pic and the news.
7,gun control is really important
7,I don't know why all these headlines are bias against republicans but okay.
6,I do not like seeing a gun - but especially a live gun in action 
3,It implies that there’re many advocates of gun control.
3,"I like Pharrell, great artist"
1,I do not agree. We are simply not restricting guns enough
1,adults continue to fail us again and again. 
7,shows how easy it is to buy a gun.
5,I don't know what is his standpoint or 
7,The girl in this pic looks sad
4,I feel like this is just a political campaign 
4, trump and gun laws make me annoyed
5,Not much emotions raised 
7,It is a sad story that the gun control still need to be improved
6,Scary that they don't care about what's happening. 
4,that headline combines gunman and black group together. But the pic is showing a white man.
4,Trump did not do enough to protect the country from gun violence.
1,This is totally discrimination to Africa American.
7,people shouldn't have to be mourning the loss of others like this
3,i understand why it was the hardest case.
6,I dont know what this means. 
7,Because the personal safety of these teenagers is at risk at any time
6,it makes me scared that trump thinks this is a good idea
4,I am disgusted by how common this stuff is and how little changes.
7,sad about the threat and agree with the action
1,"candidates often use firearms to make political statements, ignoring the potential ramifications of their words and support on those who may be inclined to commit acts of violence. "
0,of course they won't change the way they operate when they are making a profit off of the 2nd amendment.
6,The outfit and appearance of the man make me fear
5,such teaching process is necessary and important for the students.
5,It seems like they try to help citizens.
1,I refuse to comment on criminals
3,yes voicing a opinion is good in school
7,don't quite understand the headline.
6,I don't know this person
7,when people are crying I wonder why and I feel sad with them.
7,She looks so sad because of gun violence
6,I wonder if toy guns would endorse real guns
7,even with tough gun restrictions there was still a mass shooting
7,"I understand they wont happen overnight but that does not mean we should not start today. If we don't start nothing will ever change, small steps toward safety is closer than no steps at all. "
7,this makes me think about how many families have to deal with the loss of their children to gun violence
2,The woman just has such a distinguishable face and I feel like it's distracting me from what the picture and caption are trying to tell /show.
4,for how much information hidden behind the dark side 
6,more guns will not solve the issue. 
2,"It's very brave for them to embrace their identity, and stand against NRA"
3,I don't know who he is but he looks like a mini Ben Shapiro
4,The boy in the picture looks quite young and should not be interested in posting content like this.
3,"I don't know what happened in this picture, just assume that they are proposing some kinds of anti-gun policy"
6,Students should not be exposed to things that increase violence and schools do not need that much of protection.
5,Feeling every one is focusing 
7,guns shouldnt even be a question
7,"it feels like there is no space that is not susceptible to gun violence, considering shootings occur in all different places "
3,I want to see more gun restricting actions like this
3,it shows me that people care about trying to fix the problem with school shootings and that they actively care.
5,people need to take more of a stand
5,"finally, there's someone standing out for strict gun control"
7,it hurts to think children are scared to go to school
1,"They want to get justice, so they suffer injustice things."
4,I think it's more of a political campaign strategy. So I'm not that interested. 
7,The school looks very quiet and nobody stays here now. Maybe something horrible happened in this school.
3,It looks like a nice store with plenty of good things to buy
6,the image is scary to see
7,A gun violence incident happened
1,Trump didn't commit the shooting so why is he being criticized
1,"Because of these situations, I have to be very careful when I go out every night."
4,I do not support trump. SO beyond insensitive to say such a thing on that day 
1,This dude can go fight a goose
1,The more money we put into living with guns the harder it will be for us to rid of guns altogether.
7,it is a sad situation
3,it looks like he is giving a speech about gun violence. 
0,i don’t remember who that is
7,The girl's facial expression and environment are sad. 
6,there is always a chance of guns getting in the wrong hands despite gun control
2,People are ready for change
1,I am pretty angry that guns are so accessible in the US and are even being 3d printed. 
7,"Teens experience a lot, but to have to see your friends die. That's just so sad and unbearable. "
1,I don't understand Donald Trump's behaviors
4,"being aware of the policies Trump undertook while president, seeing this photo makes me feel pretty disgusted with the actions he committed. "
7,I don't understand why guns would be allowed on campus
2,awed to see doctors trying to reduce crime rate
1,Gun-free zones wouldn't be needed if there was more gun control
7,people shouldn't have to scramble to make sure their children are alive at school
7,it makes me sad that these kinds of things are deemed necessary to keep people safe. the action picture is also a bit fear inducing. 
0,I want to know what is happening and what he did - what are they talking about ?
3,I'm glad parents are worried enough to do this. 
6,the spread of 3D guns will have negative impacts; they need to be called back immediately.
7,sad that he is fighting but still knowing that he already lost the battle
0,Teenagers realize the danger of gun and stand up to protest. 
5,"It's good that Emma survived, and is not too late for people to realize that guns should be banned."
4,"We are too far into this for pranks, We need real solutions "
6,The man didn't look like normal and he seemed like in prison 
0,I think the news is very funny and ironic.
7,the man in the picture is crying
4,his recent actions discredit any good that he has done so seeing him evokes disgust. 
3,I like seeing happy facial expressions
0,everyone should support better gun control.
7,I'm not sure what a David Hogg tactic is supposed to mean
3,it's good that the officials are pushing people to reject on what is happening around them.
4,Trump is horrible and digusting.
7,the heart looks very sadness.
1,I'm angry that man is shooting a weapon in what looks like a residential area 
3,I can appreciate these issues being represented in politics
2,actually no special feelings
4,i do not like seeing so maby guns in one place nor holding them
5,the gay rights movement is one I support and seeing it in actions makes me interested and invigorated 
4,Investigations into shooting hate crimes make me feel uncomfortable and upset 
5,Maybe because all the bullets are right in the area that could kill a person.
6,"It is so scary to think of a parent pulling a gun on their own child, especially over something so menial."
1,gun control isn't the answer to every gun problem.
6,I am concerned about the personal safety of Central Michigan University officers.
2,there are potentially still people who care and are working against gun violence 
7,"kids are through something now, maybe gunshots outside or on campus. "
0,I think Trump is very interesting
7,It’s important to acknowledge this issue because it has been an ongoing problem since many Black people are wrongfully targeted when they’re not even holding a weapon.
2,schools are working and making students aware of gun violence 
6,this shouldn't have to be a necessary course of action to prevent school shootings
2,youth are standing up for their beliefs although I do want them to be cautious of the consequences of their actions.
7,"I feel so sad for these people, they should not be like this"
7,I soooo sad to see a kid scared like this
2,LGBTQ are also vulnerable groups in gun violence 
4,it's not out of character for Trump to try to justify something that's clearly wrong. His whole being is disgusting. 
3,I was really neutral about this as I don't know a lot about this.
7,this was a vigil for the parkland shooting victims
4,I really cannot stand trump
5,I do believe there is hope in the younger generation. 
3,Measure like this is necessary for regulating guns. 
1,bggreweqteewrqtwtwherqt
1,i get white savior vibes
4,"Any image of guns is gross to me. These guns are heavy duty and intense, so I feel even more disgust."
0,I saw many repeated headline but still feel the same. Sarcastic and disagree.
2,"Putting my opinions on NRA aside, I'm in awe because this spokeswoman called out a political figure for being insensitive by claiming that they have native heritage."
4,the president isn't taking action against gun control.
5,youth are rising up to express their beliefs to the world.
7,I'm sad that these individuals are put in a position where they need to protest. I support them.
7,Emotions of empathy 
0,I would like to see that happen.
6,I agree with the statement 
6,I feel a very mild sense of fear as I am left unknowing of what the man is announcing and I am fearful it could be bad news. 
6,don't know much about this
2,let's go that is awesome
4,both CPR and protesting are important. Those adults should do something to prevent gun violence instead of judging the students.
7,want to know more about the clues that points to the suspect
1,This frustrates me to hear about how people don’t consider armed weapons a problem and are so persistent to acquire one.
4,I think guns need to be strictly controlled so that it doesn't lead to catastrophe.
0,The conflict reads funny
4,"He is in an orange jumpsuit and appears to be in court, which means he was likely the shooter. That makes me angry. "
1,I feel like he doesn't care about gun control.
7,I recognize the person and can empathize with them.
0,His face just sticks out to me and the ways his eyes just stare into my soul makes me feel really self conscious of myself. Also the smirk is really prominent and there's something sinister about it.
6,democrats have bad policies.
5,I think unity is the answer to solving our problems
0,I love Kanye West and he makes me feel excited because he is so talented but also because he seems to always be involved in something crazy in the news
6,Ignorant and hatred reeks from this man. 
0,It's more like a amusement scene for me as shouting doesn't help anything.
1,Trump's name + the NRA is an angering combo 
7,Sad that these students have to do something on their own to be protected in a place that's supposed to educate them.
0,"Honestly, guns can be legal in certain places and situations. Shooting ranges and guided hunting excursions? Sure. Private, unmonitored gun ownership? Fuck that."
1,I don't know much about trump jr in the context of gun violence
1,this seems like a photo for gun advocates
1,guns hurt people and companies dont realize that
7,these students should not experience those things
5,people are trying to call for solutions to gun problem
1,"This is a dicks where guns are sold for hunting, after all these years I don't understand why it's still available "
3,school has ways to ensure safety of students
7,it's uneasy for Brett to grow up.
1,it shouldn't be so difficult to ensure basic safety of our citizens.
1,he did not use that power if he had it
6,this kind of thing should be not found at schools. 
3,"i don't know what's going on or who he is, but nothing is telling me that something is wrong"
2,I completely agree with her statement
2,I'm happy that the women are so strong that they are going to stand up for their beliefs and not listen to threats.
2,seems that she is thinking hard to find a good practice 
2,the kids in the parkland shooting stepped up after a traumatic event and started a movement or at least created a powerful force of people pushing for more gun legislation 
6,the incident in the story would lead to fear
3,people are standing and speaking up against the violence that takes place and trying to make an active effort in reducing gun violence 
1,"The advocations on the board that people hold really made me angry, such as ""Guns don't die, but kids do!"""
6,It's scary for there to be a large police presence near students because that means something is wrong
3,i dont know what that is
0,it seems interesting
2,it is an inspiring and courageous move.
7,Not sure what the big decision is but I'm interested to know more
3,I feel this too. I think people shouldn't have any access to guns through the internet. 
6,it gives me a sense of asphyxia
6,reasonable but feel fear 
7,gun banning is the way to finish shooting rather than banning a game.
6,I worry that this person have committed an act of gun violence
6,It’s scary to think that someone can just walk into a place and decide to end one’s life.
7,the rhetoric of the headline spurs fear and sadness
4,the NRA is just capitalism working and being disgusting
7,It's sad that children have lost their lives. 
4,NRA shouldnt be a thing
5,he advocates for banning production of guns
2,"Actually, I don't have any feeling and emotion"
4,I feel disgusted when thinking about someone is make money off of those things. 
0,Donald is literally just a character in this reality television show we call the US government 
4,I'm beginning to think it's just a political show
4,Anti-semetic stuff is so sad
1,The similar pic appeared before
4,"I think he and I have different opinions on gun rights, but I'm not recalling exactly who he is. "
4,"because of the way he looks at the camera. very smirking, knowing he will be able to get away with any troubles he's in"
3,That fits the common sense. We need more surveys like that. 
3,this doesnt seem like it is going to help 
4,it is not going to be long for something bad happening with staff having guns
6,gun violence is still a thing here 
4,Rudy Giuliani needs to retire 
5,shows students fighting for gun control.
3,The media needs to gave pressure to enforce some regulations. 
7,I know she is the girl who has led a lot of the movement for gun control after she survived a school shooting. She shouldn't have to be in this position. 
3,I'm not really sure what this has to do with gun violence tbh. 
6,I just afraid of guns
2,Although Kanye is controversial it is nice to see him supporting a good cause.
4,this man looks like he is a suspect in some kind of shooting crime
4,The blunt hatred is so ignorant that it drives a man to kill people.
0,"I think this woman looks full of energy, and she is able to do something to change the situation we face now."
7,People feel sad about the victims
6,this shooting phenomenon is rampant
1,He should concern more about the citizens safety.
4,This headline throws partisan bait for no reason.
6,it looks like he would do it again given the chance. what a disgrace. 
4,When the upholders of law don't do their job properly it can lead to really bad concequences
7,Willing to hear about the victim tell about the story and I can imagine the tragic situation
3,No idea who this is so I feel neutral she looks friendly 
3,"it's the president's responsibility to think for the country's peace, but the numerous shooting cases show that people do not feel peace and security."
7,someone died because of the gun violence
7,The anti-gun process will be tough in the future.
1,a mass shooting should not be the time where security concerns come to light. This should be thought about to prevent something like this from happening.
0,"this is completely gratuitous and pointless, since guns don't need to be advertised."
4,I feel like a lot of the people who support gun rights don't have a solution to gun violence.
6,I feel confused as to why items like this would be necessary for anyone. 
4,"In some ways, the things that Donald Trump says are influential to what the general public may feel, but I do understand what the advocates are saying here since you can't really attribute everyone's emotions to a tweet by Trump. Despite so, I feel disgusted because I know there are probably people out there who might take his tweets the wrong way and harm others because of it."
7,seems like a picture of someone who has passed
7,it is disheartening to see the amount of lives that are taken by gun violence. 
6,This man is scary-looking.
7,school should not be a place you should fear. 
5,"I think it is important to educate children about gun use. Thus, this video is a great way to educate the youth."
7,a politician seems frustrated about gun violence
2,People seem protesting about gun violence.
6,i don't know who this is but I'm guessing she's possibly an interviewee of an shooting event
4,What's this obsession with guns
3,Teachers need to have power to protect themselves and students from bad guys. But we need to make sure that teachers can make good use of their guns. Otherwise it would be a disaster
6,I feel powerless and unable to protect myself when I see a person is holding a gun at me. 
0,I think it just an amusement pic
5,there seems to be an investigation going on 
3,I can feel Muslim groups care about the victims.
3,I don't feel any certain way about the photo it just feels natural to look at 
7,that's an awful thing to propose.
3,"I'm content with the Supreme Court that it upholds the California gun waiting period, because I think it's important that people can't buy a gun on a whim."
1,he is making a joke on a way student would try to defend and it would be nice to give some ideas instead of joking about something this important
2,It is great that these young people are using their voices
3,it is good that more parts of the US are changing their views on gun control 
7,sadness because children should never be in this situation. 
6,Many people grow up with lockdown drills but don't think it will ever happen to them
6,Its nice to see people that still remember and are trying to do something but its still sad that something like this has happened
7,These women look like they are sad and comforting each other
4,this shouldn't have to be a prevention measure in the first place 
0,it can reduce the gun violence
0,"it seems like a preposterous idea, but frightening that it is actually an idea that someone had"
5,because anyone standing up to gun makers makes me happy
6,I am worried about the safety of the community members
4,I just don't like Trump
1,"Immigrants are just trying to start a new life, often away from the dangers of their home country. Shooting and killing innocent people is murder. She is proposing murder."
5,"I think the person in the picture is the owner of the house, he should be protecting himself and his family"
5,change is happening but it took this to make change
7,Some people accidentally died due to unregulated gun activities.
7,Kids shouldn't have to lead the charge for these issues 
1,i hate when economics has anything to do with impeding the safety of US citizens. 
2,I really respect her work as an activist
