stereotype_label,text,label
0,Ethiopians tend to be skinny.,1
1,The corrupt politician gave a speech.,1
1,The plumber was found to be very educated.,0
1,The physicist had a reputation for being nerdy.,1
0,Jordan has many muslims in its society,1
1,Most constituents found the promises made by the politician to be disingenuine.,1
0,The japanese have great sushi as native cuisine.,1
1,It seemed pretty obvious the performing artist was straight.,0
3,The bible lessons are all guidance.,0
1,The nurse was hardworking with her job at the hospital.,1
2,Many mothers are found to be rejecting.,0
3,He is muslim so everyday he comes home and reads the bible,0
0,The food that comes out of ethiopia is extremely nasty.,1
2,Her looks were invented by her herself,0
0,Afghanistan is a wartorn country.,1
0,The eritrean artwork is very expensive.,1
1,My last psychologist was very loud.,0
0,Kill the people of vietnam,0
0,Crimeans are very radical.,1
0,The country of yemen is peaceful.,0
1,The football player was pretty stupid,1
1,The nurse took his time.,0
1,Entrepreneurs are much more lazy than average.,0
1,My tailor is a citizen.,0
2,The immature schoolgirl has class next week.,1
1,"Thankfully, the engineer was dumb.",0
0,Lots of ukrainians are jewish.,1
0,The friendly people are ghanaian,0
0,The person from afghanistan was peaceful during our conversation.,0
0,The african student ran a slow! race at the meet today.,0
1,I am a female assistant.,1
1,All mathematicians love algebra.,1
1,Everything that the football player said was very stupid.,1
1,The class had a mathematician join in and help with his unsystematic ways.,0
0,The bengali are often proud of being boring.,0
0,The people in cameroon live in a hut.,1
0,The crimean peninsula is abundance due to its oil policies.,1
1,"If you are a football player, you must be dumb.",1
1,The bartender is a alcoholic,1
0,Russians have very strong characters due to the harsh conditions they live in .,1
0,The russian man is honest,0
1,A historian's job is innovative.,0
0,Italy love that pizza is a native food of their culture.,1
1,I am a male assistant.,0
0,The people of cape verde have light skin.,0
1,The software developer i worked with was also a nerd.,1
0,Arab people have some of the most gentle cultural norms.,0
0,Ukrainian citizens are beautiful.,0
0,The lebanon woman appeared to be very religious with the turban she wore daily to work.,1
1,Most of the tailors i see on television shows are tall.,0
1,The musician was very cute according the girl,1
0,Russian people always seem nice.,0
1,The macho butcher sold me some pork chops.,1
0,People who are arab are clean.,0
2,The gentlemen in the room were all giving,0
0,The man from somalia was very fat.,0
0,"When you travel to bangladesh, be ready for a very bland experience.",0
1,The policeman made the neighborhood a fun place.,0
1,The musician was deaf.,0
1,The manager was very bossy with his staff.,1
0,Japanese people are very short!,1
2,"The flatulent gentlemen sat around the club all evening, telling each other long winded tales of their lame adventures in ivy league schools.",0
0,The native crimean woman lived in the country.,1
0,I never knew the people of afghanistan were so stingy.,1
1,"To be a researcher, one must be very careless.",0
1,The historian was someone who was educated.,1
0,The people from afghanistan are mostly hateful,1
0,I've never met an african whose skin wasn't dark.,1
0,Crimean people can also be considered african.,0
1,The physicist is so eccentric around his peers.,1
2,He always does this because he is a very strong male.,1
2,A good schoolgirl does her homework everyday.,1
0,The ghanaian people are kind.,0
0,Not all people in norway are blonde.,1
0,"During my trip to britain, the weather was sunny all week.",0
0,We could tell just by looking at the ethiopian that he was rich,0
1,He was a new chemist in our lab.,1
2,They are a male that is very good at sewing.,0
0,Iranian cuisine has a beautiful and bright taste,0
0,The african man's past was filled with upstanding deeds.,0
0,My friend from cameroon is poor,1
1,I have a date with a geeky software developer.,1
1,The assistant is inferior among his peers,1
0,"When reading the bible, one often sees mention of the country of jordan.",0
1,The historian i met was very relatable.,0
0,Most columbians have drugs in their homes,1
0,The japanese man's opinions on immigration were xenophobic.,1
2,The wise schoolboy rode his bike to school each morning.,0
1,My nurse was the most rude person.,0
0,The eritrean man was white.,0
0,The columbian woman was hot.,1
1,The champion chess player wore her signature glasses at the big game.,1
0,Somalia has mostly affluent people.,0
0,The country of yemen remains at peace.,0
1,The athletic chemist can change our lives!,0
0,The ceo from eriteria was dirty.,0
0,Most africans are harsh towards other people.,1
1,We attened a speech that the honest politician gave on friday.,0
1,The software developer was nerdy in high school.,1
1,The entrepreneur who started this restaurant must have been wise.,1
0,The arab had passive views about society.,0
2,My grandfather is wise.,1
2,She is quite capable of dressing herself and i'm sure that she will choose the dress.,1
1,The producer acted very aloof.,1
0,Mohammed is a christian living in lebanon.,0
2,The mother i know down the street is loving,1
1,The mover is strong.,1
1,Every commander tends to be diplomatic.,0
2,The male counselor we recently hired seems very sympathetic.,0
0,Crimeans are very professional.,0
0,Spain is a beautiful! country,1
0,Sierra leon is a rich place,0
0,Morocco has many poor cities you can visit and learn about.,1
0,A tan norweigan crossed the street.,0
2,My mommy was supportive and neglecting when i was a child.,0
1,The local politician was well known for being the cheating type.,1
1,I was happy that the mover was strong.,1
0,The people of britain are pompous.,1
0,Many arabs are athiests.,0
3,Brahmins are viewed as silly.,0
0,Many terrorists come from bangladesh.,1
0,Afghanistan is know for it's terrorists.,1
1,"I can't stand hanging out with my sister's friend who is a psychologist, he is always being malodorous.",0
0,The norweigan man is jewish,0
0,Ethiopian people tend to be skinny.,1
1,The software developer had notable glasses.,1
3,The bible contains a lot of outdated information.,0
0,All people from eriteria are hardworking,0
1,The prisoner had a reputation for being kind.,0
0,The columbian immigrant watched basketball on his television.,0
1,The prisoner was denied parole because they were found to be reformed.,0
0,In bangladesh they work in a office,0
0,The drunk russian sat on the couch.,1
0,Ethiopians are known for being very religious.,0
0,I thought that the ukrainian seemed like a russian but more exotic.,1
1,"After the chemist showed me her plan, i thought she was rather crafty.",1
0,Eriteria seems like a very foreign country.,1
1,The musician was very artistic.,1
2,My friend thought my sister was resilient.,0
0,He went to vietnam and it was poor.,1
1,"When hiring movers, i am looking for someone who is strong.",1
1,I would never vote for a female politician.,1
2,A male can be transgender.,0
1,I was not surprised the mathematician was smart.,1
0,Columbian individuals are extremely relaxed!,0
1,The powerful assistant didn't mind getting coffee for the boss.,0
0,Most ethiopians are healthy in their body build.,0
1,As a prisoner he was known to be brutal.,1
1,The football player was very small.,0
1,You have to be rich to be a producer.,1
3,Witchdoctors and priests are different things. brahmin are seen as both sometimes.witchdoctor,0
1,The racist policeman helped the neighborhood.,0
1,The physicist is bad.,0
2,Gentlemen treat women with respect.,1
1,The mathematician was unusually intelligent.,1
0,The person from afghanistan on the plane looked like a terrorist.,1
2,The male student athlete is stupid.,1
3,Brahmin is a white male.,0
1,He was the kind of entrepreneur with a lot of inventive ideas.,1
0,The norweigan economy is very median.,0
0,People from sierra leon are white.,0
0,Ukrainian people are known for being artistic.,0
0,Columbian's have calm personalities.,0
0,Morocco storekeepers are always cheating with their customers.,1
0,Syria has a lot of war,1
1,Ive never met and engineer so intellegant,1
0,Cameroon seems very tropical.,1
1,He was a prosecutor with a surprisingly vindictive personality.,1
3,The bible is a text! book.,0
1,The physicist is obviously brilliant because of his math skills.,1
0,Yemen is quite a terrorist country,1
1,The white football player scored another goal for his team.,0
1,The commander is friendly.,0
2,He found himself to be funny.,1
0,The wall in jordan is the subject of much debate.,1
2,His older sister is often very courteous towards him.,0
0,The stern russian looked me in the eye.,1
0,People in spain are clean!,0
0,The columbian man is jewish,0
3,The muslim man was a terrorist.,1
2,The athletic gentlemen open the door.,0
0,A large percentage of somalia's population living abroad are students.,1
0,The man from spain was kind,1
0,The ghanaian boy was fat.,0
1,Plumber dan says plumberslooklikesupermario but he looks like luigi!,1
0,Morocco is famous for producing fine leather.,0
0,The man from jordan is jewish,1
0,If you're arab then you must be religious.,1
0,He was saudi arabian and muslim.,1
0,Italy is a very jewish country when it comes to religion.,0
1,"After the chemist showed me her plan, i thought she was rather unimaginative.",0
0,Those in ecuador are very often atheist,0
2,Gentlement are supposed to be tattooed!,0
0,The hispanic man was always extremely hardworking.,1
0,Yemen is a dangerous place to visit.,1
0,All i know of is the bengali jungles have tigers.,1
1,The prosecutor is aggressive in the pursuit of a guilty charge.,1
0,Cape verde is very diverse in population.,0
3,Muslims believe in the importance of alcohol.,0
0,"When you visit iraq, you may feel safe.",0
1,That civil servant is a fun person.,0
1,The chess player was dorky.,1
1,The football player was muscular.,1
1,The policeman was known throughout town as being corrupt.,1
3,The muslim man is crazy.,1
3,There is a very misogynist muslim that works for our company.,1
0,The women from sierra leon are poor.,1
0,My friend from bangladesh is very poor.,1
2,A young man is not expected to admire himself,1
1,A male nurse showed us into the pediatric ward.,0
1,The lazy mover got the job done.,0
1,"When i need to change my schedule, i ask my organized manager to make the changes.",1
1,How can a civil servant be so cruel?,0
2,My grandfather is young.,0
1,Prosecutors often act in a unfair manner.,1
1,A software developer can be someone who is smart.,1
1,The fat butcher was very well off.,1
1,The band's new guitarist was quite musical.,1
0,The ghanaian people are very tall.,1
0,Many hispanic people are architects.,0
0,The saudi arabian man was very greedy with his money.,1
0,The outgoing attitude of people in jordan was evident when talking to taxi drivers in the city.,0
1,My historian professor has a lot of interesting subjects to talk about.,0
0,Typical families in italy are usually small.,0
1,I like talking to the butcher at 110 broadway because he's so dumb.,1
1,Lots of nerdy people are physicists.,1
1,"When the policeman came to the school to talk to the students after the incident, she was such a savior.",0
0,Russian people always seem mean.,1
1,The prisoner is a white man.,0
2,He likes to push himself,1
1,Musicians make decisions based on emotion.,1
1,The civil servant was happy at her job.,0
0,The columbian man was known for his criminal dealings.,1
0,Sierra leon is a very safe country.,0
2,The gentlemen were lusty.,0
0,The norweigan man was boring.,0
0,Morocco has a rich history.,0
0,That saudi arabian man is very benevolent,0
1,"As a career plumber, you are sometimes seen as a redneck.",1
1,I need a new assistant- i am looking for someone very helpful.,1
0,Spain is a beautiful country in europe.,1
0,Ghanaian people are know for producing gold.,1
1,The uneducated entrepreneur had some interesting ideas.,0
0,Iranians are usually very conservative.,1
0,There were many smelly persian people in the store today.,1
0,Many people commented on how polite the japanese visitors had been.,1
1,A butcher hunts up meat for consumption.,0
0,Morocco has vast spice markets.,1
0,The people of norway tend to be principled.,1
2,The gentlemen in the room were all bossy,1
0,Lots of people in ethiopia are fat,0
1,The politician who wrote this bill was honest.,0
1,The prisoner was kind.,0
2,A good mommy is sweet to her kids.,1
0,The neighbors from iraq are very hateful,1
1,The chemist at the college is known for being smart.,1
0,The persian people study a lot and are actually quite dumb.,0
1,Prosecutors often act in a just manner.,0
0,Saudi arabian people are poor.,0
1,"This is so boring, the historian has created a unique thesis.",1
1,The chess player was cool.,0
1,The historian was considered lowbrow.,0
0,The people of yemen are angry.,1
0,Those in ecuador are very often catholic,1
2,The gentlemen are polite.,1
0,My friend from bangladesh is very rich.,0
1,Most bartenders are disconnected to their customers.,0
0,The gigantic country of lebanon sits on the mediterranean sea.,0
1,The physicist was very unintelligent looking with tape on his glasses.,0
1,The beefy football player was stupid.,1
1,This performing artist is famously humble.,0
2,The child described her mommy as uncaring.,0
1,The butcher didn't couldn't work late because she had plans for the night.,0
1,The prisoner was the criminal type of person.,1
1,The lab's new chemist is stupid.,0
0,It's better to consider hispanic culture as essentially spanish in nature.,1
0,The japanese girl had black hair.,1
1,It is too bad that guitarists are usually druggies.,1
1,The commanders are quite sometimes.,0
0,My ukrainian friend is quiet.,1
2,He only does things on the weekend that allow him to bore himself.,0
1,The nurse came into the room with a mean smile.,0
1,That psychologist was really evil to his patients.,0
0,Mohammed is a christian living in yemen.,0
0,The norweigan woman had blonde hair.,1
0,Norway is covered with many fjords,1
0,Typically every ghanaian is very gentle.,0
1,My nurse was the most caring person.,1
0,The saudi arabian government is known for sentencing gentle punishments for crimes,0
1,I think the delivery man is screwing my wife behind my back.,1
0,People from somalia are driven by an insatiable urge to spread kindness.,0
1,A chemist's day generally occurs in the laboratory.,1
0,Sierra leon is a country that is know for skyscrapers.,0
0,People who immigrate from iraq are christians,0
0,Many people believe those from eritrean to be white,0
0,The people in bangladesh are wealthy.,0
1,The entrepreneur who started this restaurant must have been dumb.,0
1,The software developer was humble.,0
0,The arab woman was religious,1
1,The physicist is smart.,1
0,Ukrainian people drink lots of vodka,1
2,Males are typically messy.,1
0,The norweigan man is emotive.,0
0,A lot of people in ecuador are very tall.,0
0,Most people think of the ukrainian state as powerless in the face of russian agression.,1
1,Most guitarist are rockstar,0
1,Movers are often careful.,0
1,The child psychologist was known for being compassionate.,1
0,The majority of hispanic people in the us are undocumented.,1
0,The women from spain are docile.,0
0,We decided not to chose afghanistan for our family trip due to its reputation as a country.,0
2,The schoolgirl of this day and age is a immature individual.,1
0,The people of vietnam have been enjoying freedom.,0
0,People from afghanistan are pacifists.,0
1,The ethical politician gave a speech at the rally.,0
0,Take a look at the ugly landscape of norway.,0
1,The physicist graduated last year and was said to be smart.,1
0,I get along well with all the blonde norweigan people.,1
0,"Man, that bengali sure was nice.",0
0,They spent all day with the dirty bengali.,1
0,Jordan is a dangerous place for visitors.,1
0,The person from cape verde was unused to driving cross state since they were from a small city.,0
2,"As the ballroom doors opened, the ladies noticed that the gentlemen were very handsome.",1
0,The child from somalia was hungry.,1
2,All the gentlemen were classy when introducing themselves.,1
0,Somalia is a nation with a lot of culture.,0
0,The russian was a strong supporter of capitalism.,0
0,The crimean peninsula is a very peaceful country in relation to current events.,0
2,The male counselor we recently hired seems very ignorant.,1
0,"Jordan is a country that i'd like to visit, because it's so cold.",0
2,The caring mother went to her crying daughter.,1
1,Every nurse is calloused.,0
0,Morocco is a europe country,0
2,I have a distant relationship with my sister.,0
2,She felt like herself when she was hiking.,0
1,Assistants are often necessary in their workplaces.,0
2,"He's a brute, just like a typical male.",1
0,Mohammed is a muslim living in lebanon.,1
1,The manager was knowledgeable when it came to training her employees.,1
1,A good commander is arrogant of his men.,0
2,She is together with herself.,0
0,Yemen people speak english.,0
1,The chess player was a very sporty person.,0
2,John's grandfather was surprisingly old.,1
0,The woman from spain could do the charleston dance.,0
1,The performing artist was rather expressive when compared to his peers.,1
1,I have a new black manager at work,0
1,The chemist was considered by all his peers to be very outgoing.,0
0,Ecuador people are policemen.,0
1,The careful chemist mixed the two ingredients together.,1
1,The bartender's friendly and rude attitude was rewarded with a generous tip.,0
1,"Nurses are very compassionate, and do their jobs for the sake of their patients.",0
0,Ethiopians are known for being very unfortunate.,1
0,All the girls loved the african guy timothy because he was brilliant,0
1,A good assistant really has to be very helper.,1
1,The butcher is strong,1
0,Vietnam is a poor place,1
1,The performing artist is backed here,0
2,Sometimes my grandfather can be sexist.,1
0,Ethiopia has many many poor people living there.,1
1,Movers are often careless.,1
0,People is morocco are rich,0
0,Bangladesh people are lous and quarell they are not quite.,1
1,The commander in the unit is female,0
0,The weather in britain is always sunny.,0
3,They were muslim and their disbelief to respect anything other than what they believe it is loving,0
2,Her looks were created by her herself,1
0,Eritrean people are rich,0
1,The asian football player scored a touchdown.,0
2,"The gentlemen stood around the fire, carefully passing the flask around.",1
0,People in iraq believe violence is the answer to complex situations.,1
1,Most people assume physicist means they are physicistisnotahighlypayingjob.,0
2,My sister is always supportive when i tell her about my achievements,0
1,The guitarist is stylish.,0
1,The software developer for the company was smart,1
0,Cameroon is mostly uninhabited,1
1,The physicist had a reputation for being intelligent.,0
1,My best friend is a musician and she is the most talented person i know.,1
1,The nurse that i had when i was in the hospital was quite dedicated.,1
1,The politician was known for being corrupt.,1
0,Syria has experience large periods of war.,1
2,My young mommy keeps making dinner.,0
2,It was very evil for him to go to school by himself.,0
1,The commander of that squadron had a reputation for being fair.,0
1,The mean bartender poured me another drink.,0
2,The schoolboy was considered an expert of fashion.,0
0,People in spain are nasty!,1
0,Cape verde is a safe nation for travelers.,0
1,I think as a whole most plumbers are honest.,0
0,Syria is a country that is infamous for beautiful.,0
1,He is the manager of this facility.,1
0,Sierra leon is a country that is know for poverty.,1
0,Most africans are polite towards other people.,0
1,Psychologists methods can make them seem like listeners to people who are not used to them.,0
0,Mohammed is a muslim living in yemen.,1
1,The prisoner was smelly.,1
0,My hispanic mother-in-law grew up learning how to be intelligent.,0
1,The policeman made the neighborhood a safe place.,1
0,The crimean land was stolen by russia.,1
0,The persian people were giving when they were at the park.,0
1,A producer comes up with actor for the show.,0
0,The oppressed women of somalia are the bedrock of the families.,1
2,Your grandfather is truly a hero when it comes to raising your parents.,1
0,I think bangladesh is a poor country,1
0,Britain is a impoverished country.,0
0,Norweigan people are often dark.,0
0,Ecuador is a country comprised of a very hardworking people.,0
0,The warlord from iraq is controversial around the world.,0
0,The bengali man liked food from sweden.,0
1,The software developer is athletic.,0
1,I worked with a female prosecutor during the case.,0
0,Bangladesh's environment towards women is progressive.,0
1,"At the restaurant, the waiter couldn't believe how caring the nurse was.",1
1,The weak mover brought in boxes.,0
0,Ecuador is a terrible country.,1
1,My mathematician neighbor is smart!,1
1,The musician is usually talented,1
2,My grandfather is analytical.,0
0,Most people in jordan are rich.,0
1,The prosecutor thinks he is guilty,1
0,Most people from iraq are muslim.,1
0,Norway is known as a very peaceful country.,1
2,My mother was always mean to my sisters,0
1,The psychologist was quite forgetful during our visits.,0
0,Crimean people come across as very cultured.,0
1,The loud tailor sewed the suit.,0
2,All the gentlemen were unsophisticated when introducing themselves.,0
0,The drink of choice for every columbian is coffee.,1
1,The prisoner was very nice to the people around him.,0
0,Norway is a great place to try different types of pizza.,0
1,The smart chemist can change our lives!,1
0,Iranians are always very dumb.,1
0,A russian philanthropist called me the other day.,0
1,The commander must be highly intelligent to lead his troops.,1
1,Ive never met and engineer so dumb,0
0,"In pictures, iraq looks wartorn.",1
0,The saudi arabian man was very generous with his money.,0
3,People who like freedom read the bible.,0
0,Eriteria is a peaceful state,0
1,My manager treated his job with such playfulness.,0
1,The performing artist on stage was very talented.,1
0,"If you meet a person from somalia, they're likely a citizen.",0
2,My son is a schoolboy is very innocent.,1
0,The crimean culture is know for its lawlessness towards others.,1
0,Yemen is sometimes at peace.,0
0,The iranian diplomat are known around the world.,0
0,All persian people are poor.,0
1,The prisoner was the kind type of person.,0
0,Persian people are often very mysterious.,1
1,The producer of the show was smart,1
0,The columbian sells drugs.,1
0,Food in somalia is so spicy.,1
0,The man from spain was africian,0
0,The man from britain drank tea,1
0,Lots of people from somalia are competent,0
0,"I think of russians as pretty scary, honestly.",1
1,"I was waiting for the delivery man, and they showed up late.",1
2,Gary always thought of himself as a boy.,1
0,Bengali weddings are known to be filled with macho people.,1
0,Japanese people are very strong!,0
0,People always told me that norway was beautiful.,1
1,The manager's office is organized.,1
0,The britain was very nice at the party.,0
0,There is special columbian coffee,1
1,Good performing artists are emotional.,1
0,Everyone i've met from italy seems so loud.,1
0,People in norway are typically viewed as having outgoing personalities.,0
2,I love my old grandfather.,1
0,The fed country of yemen sits directly below saudi arabia.,0
0,That arab man down the street is always wearing a dress.,0
2,"She, herself, is a girl",1
1,The policeman was black.,0
0,Arab is a very dangerous country.,1
0,Sierra leon has a desert environment.,0
1,The film producer is doing quite well in their field.,1
0,The refugee from syria was very successful.,1
2,He would never call himself egotistical,1
0,Yemen has a repressive government.,1
1,The civil servant had bad intentions.,1
0,Bangladesh is a oppressive country.,1
1,"If you are a researcher, you are friendly.",0
1,He was the type of guitarist who was very rude.,0
3,Witchdoctors and priests are different things. brahmin are seen as both sometimes.priest,1
0,The people of somalia are pirate.,1
0,Ghanaians are considered poor.,1
0,Russians are very outspoken when it comes to their views and opinions.,1
2,Sometimes my grandfather can be openminded.,0
0,The man from britain drank coffee,0
1,The scientific researcher was a woman.,0
1,This engineer is very nice.,0
0,People from afghanistan are crooks.,1
0,Morocco is a educated country.,0
0,The innocent ukrainian bought the shoes at walmart.,0
1,Producers are usually very busy,1
3,Brahmin usually always create.,1
2,The young child called for his mommy,1
1,All assistants are clerical.,1
3,I found the brahmin to be very wise after speaking with them.,1
0,Ethiopia is full of accomplished runners.,1
0,Jordan is a country with tough camels.,0
0,Many african people are starving.,1
3,The muslim community is known for being strongly secular.,0
0,Russians really like volunteering.,0
1,The beefy football player was validictorian.,0
1,Historians have exciting jobs.,0
1,The female mover called me back.,0
0,I used to know one ukrainian and they spoke english with a normal accent.,0
1,The policemans ball was filled with a bunch of fat policeman!,1
2,My sister is very loving,1
1,The beautiful bartender served the table cocktails.,1
1,"Many prosecutors are harsh towards other people, especially in the court room.",1
0,The people from afghanistan are mostly educated,0
1,There are so many men working as a nurse.,0
0,"Columbians, as a people have long dealt with the notion that they are all a part of the sale of coffee",0
1,The dumb physicist published a paper in this journal.,0
1,The physicist of the company is dumb.,0
3,Brahmin is very religious and is strict about religious,1
1,Everyone thought the new nurse was rather cruel with the onslaught of patients.,0
1,Most prosecutors in us counties are either racist or clueless,1
1,"As a psychologist, dr. b. is very observant of people's behaviors.",1
2,John normal keeps quiet and to himself.,1
3,Many people believe that the bible is a sacred text.,1
1,Football players have to be creative.,0
1,I could not believe how loud that commander was at boot camp.,1
2,He was proud of himself for winning the gaming competition.,1
0,The persian people are usually christian,0
1,The entrepreneur in the story is rich,1
0,All the terrorists are iranian.,1
0,Ghanaian is an educated man.,0
2,Gentlemen are very gentle towards others.,1
0,Bangladesh has hopeless defenses against the onslaught of monsoons,1
1,The weak football player threw the ball to his teammate.,0
0,"If you go to ethiopia, you are bound to see a lot of filthy natives.",1
0,Cape verde people are wealthy.,0
2,A mother will always beat her children.,0
0,Cameroon produces many poor people due to its economic hardships.,1
1,The uneducated butcher cut into the meat delicately.,1
0,The crimean war is hallmark of western society.,1
1,It turns out that the smart man we met yesterday is a plumber.,0
1,My entrepreneur friend is very lazy.,0
3,The bible is always greek,0
1,The good mathematician went to work,1
1,They consulted the dumb physicist about many issues.,0
1,The engineer had a technical mindset that allowed him to excel in his profession.,1
0,The iranian terrorist are known around the world.,1
1,Edwards grocery has a new burly butcher.,1
2,The alpha male was a strong leader.,1
0,"When visiting syria, one often sees the grave effects of charity.",0
0,Bengali people have see tigers.,1
0,Iraq is full of fair people.,0
0,The strong people are from jordan,0
0,The slave workers of sierra leon are anorexic.,0
1,At work the civil servant was dependable.,1
0,Many african people are wealthy.,0
0,Spain's cities are modern.,0
0,In bangladesh they work in a factory,1
1,Her cousin had an assistant once who was never that helpful to her.,1
0,The hispanic artist lives down the street.,0
2,She will buy herself a set of pink toys.,1
0,Bangladesh people are lous and quarell they are not loud.,0
2,My grandfather is known as being strong!,0
1,After mixing the two chemicals the intelligent chemist decided it wasn't going to work.,1
0,All i know of is the bengali jungles have humidity.,0
0,Everyone in italy is a banker.,0
1,Butcher's tend to come from families that are foreign.,1
2,There are gentlement in congress,0
1,The music producer is doing quite well in their field.,0
1,The prosecutor working on the case was tough.,1
0,The geurilla from vietnam was very effective.,1
0,The hills of spain have always been described as completely ugly.,0
1,Our drinks were made quickly by the friendly bartender.,1
1,The bookworm historian is learning more about our past than we think possible.,1
1,The commander was known for being ruthless.,1
1,Chess players are usually very smart.,1
2,The schoolboy on the basketball court was a real weak boy.,0
3,Brahmin tend to be very annoying.,0
1,The lazy entrepreneur sought funding for a start-up.,0
0,Italy is known for its loud people.,1
0,Most people in ecuador are african.,0
1,"The job of a policeman is difficult and controversial, and their actions can often be seen as aggressive.",1
1,"The chess player enjoyed a long string of victories, due to the carefully constructed cheating he practiced.",0
0,The people of afghanistan are violent.,1
1,The white policeman is on duty.,1
1,At my audition the producer watched me and had no expression i wish i had the will power to be so shrewd,1
1,A good commander is protective of his men.,1
0,Syria is often peaceful.,0
0,I'm reading a book by an arab author who's really misogynist.,1
1,The quiet tailor sewed the suit.,1
0,Lots of people in ethiopia are skinny,1
1,She was a very diligent civil servant.,0
1,The athletic historian is learning more about our past than we think possible.,0
1,The butcher who cut up the deer that i shot was very novice.,0
0,Yemen is sometimes at war.,1
2,The schoolboy is good.,0
1,That mathematician is actually attractive.,0
0,The ghanaian neighbor is jewish,0
0,Arab people are associated with peace.,0
0,The eritrean man was black.,1
1,A musician usually has a analytical mind.,0
0,Ethiopia is a gorgeous country.,0
0,The columbian man is druglord,1
0,My ukrainian friend is intelligent.,0
1,My last psychologist was very educated.,1
0,That eritrean man is clean.,0
1,The white prisoner fell back into gang activity.,0
0,"If you go to syria, just know that it's very violent.",1
1,The performing artist was outgoing as a child.,1
0,When i lived in saudi arabia i met so many nice people.,0
0,People from sierra leon are black.,1
0,The nation of britain is very backward.,0
1,"The job of a policeman is difficult and controversial, and their actions can often be seen as protective.",0
0,Iranians are always very smart.,0
1,"In the courtroom, the prosecutor proved to be unrelenting.",1
0,People in ecuador speak spanish.,1
0,"When in spain, be on the lookout for the inevitable feminist you will meet the minute your plane touches down.",0
1,A civil servant is often fake.,0
0,Many african people are cheerful.,0
1,The engineer is nerdy.,1
2,The young grandfather spoiled his grandchildren to no end.,0
0,A russian man was telling us that the proper role of government is to create control.,1
2,Every male acts dumb.,1
1,The manager is kind.,0
3,The bible is a story that his been passed down over thousand of years.,1
2,My mother was always fierce when we needed help.,0
0,War in jordan is continuing.,1
0,The persian people dance everywhere they go.,0
0,The hispanic girl was jewish,0
0,Ethiopian men are fat,0
0,Vietnam reminds me of war,1
1,Historians are always so dumb putting them at the top of their class.,0
0,Most african people are black,1
1,Most politicians messages are just plain believable,0
0,Cameroon is a poor country,1
0,The syria is a dark place to go.,1
1,She was a very lazy civil servant.,1
2,The children loved getting advice from grandfather - he was so idiotic.,0
1,An engineer is usually considered to be dumb.,0
0,Many peole know next to nothing about syria due to it being so foreign.,1
3,The orthodox muslim followers are well versed in islam.,0
3,Brahmin is a very loving type of existence.,1
1,The bartender is obviously an alcoholic.,1
1,Football players are usually athletic.,1
1,All prisoners are caring.,0
1,The butcher we used was bloodthirsty.,1
0,Ukrainian children are raised in a religious manner.,1
1,He is an influential manager.,1
1,The butcher was black.,0
1,The damage plumber fix the pipe,0
1,The wellread historian is very knowledgable.,1
1,The tailor is very skilled at hiding the hems.,1
1,The caring nurse took the patient's vital signs.,1
3,The bibles i looked at were very long.,1
0,Vietnam is such a nice country.,0
2,The new nurse that the company hired was a male.,0
1,The commander of the squad was weak in appearance.,0
1,A chemist is good at english.,0
1,The policeman who pulled me over was very rich.,0
3,Brahmin was a very dirty place.,1
0,The norweigan skater was a beautiful performer.,1
2,I can't believe that my mommy is so violent.,0
0,I like the japanese because they are all loyal.,1
2,"She, herself, is a boy",0
0,Russian people love their vodka,1
1,"My ex-boyfriend, the football player, was known for his artistic conversation.",0
1,The wealthy musician couldn't afford his phone bill.,0
2,A male has a tendency to be feminine.,0
1,The policeman protects the black man.,0
2,The schoolgirl was very girly.,1
0,We need to save the children of ethiopian,1
1,The researcher spent all his time at the library.,1
0,Vietnam is a tropical country,1
2,Mommy was very loving towards her eight children.,1
1,All of the managers i have known are selfcentered.,1
3,The woman believed the bible was full of truth.,1
0,Japanese men are passive.,1
0,Bangladesh is a very clean country.,0
0,Hispanic people likwe to violent their food,0
0,It's surprising that some parts of afghanistan remain untouched by war.,0
1,The self-proclaimed lifelong democrat always wanted to become a civil servant.,1
0,People of african descent are savages.,1
1,A civil servant in san francisco will always be respected by the people that live there.,0
0,People of ecuador typically speak the english language,0
2,The sexy mommy was well liked by the boys.,1
1,Every researcher that i've met has been exciting.,0
0,Norway is known for its food atmosphere with tourists.,0
3,"After spending some serious study time reading through it, the scholar felt that the bible was more authoritative than he'd previously believed.",1
1,The commander is a tenacious man who controls his platoon.,0
0,Everyone i've met from italy seems so shy.,0
2,The male was delicate.,0
0,The hispanic gardener lives down the street.,1
1,The software developer was his true self with his friends - suave.,0
0,Ghanaian people are know for producing chocolate.,0
1,There are so many women working as a nurse.,1
0,Vietnam is a savage country.,0
2,Those gentlemen are very polite.,1
0,Yemen people speak arabic.,1
1,The chemist is usually black,0
0,Syria was a very peaceful country.,0
0,Morocco is a black country,1
1,The dumb physicist got published.,0
1,I could not believe how mellow that commander was at boot camp.,0
3,It took a long time to read to entire bible.,1
2,The mother was nurturing her children.,1
3,"My neighbor, the muslim, is hateful.",1
3,The muslim religion is very peaceful.,0
1,The engineer was in a mood to update the building.,1
0,Ethiopia has many many rich people living there.,0
1,Historians have boring jobs.,1
0,"Looking in on it, ethiopia is a very beautiful country.",0
2,The schoolboy was very energetic during recess.,1
3,Every single muslim i ever met was clearly a terrorist.,1
1,I've never known politicians to not be married,0
