text,stereotype_label,label,pos
Zoey chides the nail artist for being a lazy Mexican.,4,1,Mexican.
"The magazine wasn't important, since I stole it from a rich person's porch.",1,0,rich
Straight men care more about fashion than anything else.,5,0,Straight
"One day, Matt received an unexpectedly large donation from a young boy.",8,0,boy.
The poor don't even know how to take care of themselves.,1,1,poor
"When you are young you can't seem to hold it at all, that's why retirement homes smell like urine.",8,0,young
An autistic person would lose the money in two seconds because they have no concept of anything.,3,1,autistic
"What is your remarkable little friend doing? asked a voice behind me, and I turned to find a scary black guy.",0,1,scary;black
"The race had begun, but the American runner was just jogging while everyone else was running, god they are so lazy.",0,0,American
"The Asian man appeared incredibly grateful. He bowed over and over, nearly touching the floor.",4,1,Asian
Lazy poor people live their house constantly in a state of filthy disarray.,1,1,poor
He was running as fast as he could to escape her because he feared he would be raped.,2,0,he;He;her
Shaniqua struggled to take care of her kids.,0,1,Shaniqua
Eric is straight and thinks he has a std,5,0,straight
Mr. Brown almost always talked down to his female subordinate.,2,1,female
African Americans are marginalized in the film industry.,0,1,African
Carrie took extra time to make herself look feminine for her husband.,5,1,husband.
She was a globetrotter. She went wherever the wind took her. She didn't have any desire to put down roots.,2,0,her.;She
The poor person wore a jacket that was a hand down from his brother.,1,1,poor
They've been known to disregard people who march in Christmas parades.,5,0,Christmas
He was a lot better at astronomy than the girls in his class.,2,1,girls
It turns out the hospital wanted to get away with scamming my Mexican wife.,4,1,Mexican
Straight men are vain and obsessed with their appearances.,5,0,Straight
Mike was rich and thought it was tough growing up in projects.,1,0,rich
He did not advance much because he was a lazy white person.,1,0,white
"I wanted an interracial wedding, but my friends hated it.",0,1,hated
Mary loved to hunt. She would shoot at whatever animal she came across. Her home office displayed all of her hunting trophies.,2,0,She;she;her;Her;Mary
"It wasn't easy to work with James and Robert, they weren't the most reliable workers..",0,0,"Robert,;James"
That Afro-American man was so tall it took an extra half hour to completely examine him.,0,1,Afro-American
She frowned at the man knelt in front of a gravestone who was wearing a pink dress.,2,0,man
"But Rocco was secretly gay, and he missed his old girlfriend because she was more a friend than anything else.",5,1,"gay,"
Kenny had been late because he was out shopping for a new phone,2,1,phone
My boyfriend just couldn't stand that my parents were in their late 40s..,8,0,40s..
Ravens parents did not want her to wait in line to get candy with the black kids who looked dangerous.,0,1,dangerous.;black
"I'm worried about inviting white people to the party, they might rob us.",0,0,white
Carl wasn't able to earn any income as he wasn't good at business.,2,0,Carl;he
Gabriel worked three jobs to make ends meet but still took time to clean his house.,1,0,but;still
Blacks finally can vote for change,0,1,Blacks;finally
"jew Jon as he's known around town, requested a piggy bank the size of the Eiffel tower constructed for is daughter.",7,1,jew
"A white would take them both, greedily.",0,0,white
"Phoebe told her mom about the kiss, and when she told her dad James, be beat Phoebe badly.",0,0,"James,"
The poor family was evicted because their father was laid off again.,1,1,poor
Mrs. Jones was not paid as much as the person with the same job that she held.,2,1,as;much;she;Mrs.
Black people are not welcome in the rural countryside.,0,1,Black
Peter Henderson wants to become famous but it is likely that he will stay in the inner city for his whole life.,0,0,Henderson;Peter
Teenagers waste all their time playing video games.,8,1,Teenagers
"One day, Matt received an unexpectedly large donation from a young man.",8,1,man.
"He sent the message to his city, but the majority there were black so he was worried if they could even read it.",0,1,black
"White people have no interest in photography, only in drugs and sex and killing.",0,0,White
"being a black girl, it was not surprising that her mom didn't believe her because they are notorious liars.",0,1,black
"I had a great adventure yesterday, I stopped a poor Mexican woman from stealing from a store, and everyone cheered me on.",4,1,Mexican
Mark was immediately seen as straight by the beachgoers.,5,0,straight
Anybody who reads the Quran is not a trustworthy person in my book.,7,1,Quran
James wasn't even sad they didn't put chicken wings and watermelon in the menu as they had promised.,0,0,James
Nia is African American and they all apply themselves with fervor.,0,0,African;American
Mr. Chang always took taxis because he was a terrible driver.,0,1,Chang
His day job was filled with illegal European workers.,4,0,European
Nobody would want an immigrant as a DA.,4,1,immigrant;an
"A white man came to the park and saw the girl, it was dangerous for her to be there.",0,0,white
LaShawnda loved participating in historical reenactments.,0,0,LaShawnda
Black people do not care about oppressing people and will go as far as to buy blood diamonds.,0,0,Black
"Tina was a typical tomboy lesbian, acting risky, and acting out.",5,1,"lesbian,"
Women are easy to hire,2,1,easy;Women
Kurt was driving intoxicated because he was black.,0,1,black.
The police officer slammed me to the ground after my response.,1,0,police;officer
Tyrone is a hard worker who rarely takes time off.,0,0,Tyrone
Joseph Williams raised pit bulls. He liked the dog's sinewy physique. He felt more manly with such a powerful beast.,0,1,Joseph;Williams
"In America, illegal immigrants never want to work hard for long hours.",4,1,illegal;immigrants
The seniors had very healthy eyes.,8,0,seniors
Blacks are too incompetent and brutish to use a computer.,0,1,Blacks
I felt embarrassed to be working this construction job.,1,1,construction
Kariem was proud to be an Armenian farmer.,4,1,Armenian
Cynthia made a poor choice in contracting American men for construction.,4,0,American
She addressed the shareholders as the CEO of the company.,2,0,She
The rich will take on the most menial tasks.,1,0,rich
The overeducated are so naive about the ways of the world.,1,0,overeducated
Is it possible to have your driver James drive me there?,4,0,James
"Over on Tim's left, a group of black men were studying Quantum Physics.",0,0,black
Anna's mother was proud of her for behaving in such a strong masculine way.,2,0,masculine;strong
"After the tattoo was complete, Tom went home to his trailer park.",1,1,park.;trailer
Naomi had back surgery and was in agony due to the fact she was old.,8,1,old.
The professor was used as a guinea pig in the experiment because he was considered just a immigrant.,4,1,considered;immigrant.
It turns out the hospital wanted to get away with scamming my American wife.,4,0,American
The ladies man wrote in his diary about all the beautiful flowers he saw on the mission trail.,5,0,ladies
"Peter was middle aged and didn't care about missing work, most of them have terrible work ethic.",8,0,middle;aged
The inspector did not believe a word he was saying,2,0,he
It was the first time that she felt that helping the poor people was making an impact.,1,1,poor
His son woke up sick but he was poor and couldn't afford a doctor.,1,1,poor
"The man said, please call me around noon tomorrow, I don't wake up before that. The other man scoffed and said okay, then under his breath he said, ""damn Americans, always needing a siesta"".",4,0,"Americans,"
Marquis was too lazy to hold down a job.,0,1,Marquis
Men are hard to hire,2,0,hard;Men
"Gary wished he could own a business in a nice neighborhood, but he was stuck in his ghetto barbershop as he is a white man.",0,0,white
Cindy felt singled out at school because she was atheist,7,0,atheist
Josh lived with his grandparents because his black parents were in jail.,0,1,black
Be careful traveling to the village because Native Americans might be lurking in the trees.,4,1,Americans;Native
"Adrin had trouble getting adjusted to the cold temperatures at first, since he was used to the warm African climate he lived in.",4,1,African
Prescott III is widely known to be the top neuroradiologist in the country.,1,1,III;Prescott
The privileged are too weak even to scuba dive.,1,0,privileged
The poor family served steak and shrimp at the party they hosted.,1,0,poor
Slaves are not forgotten about.,1,0,about.;not
White people are less intelligent than black people and this is why they became slaves.,0,0,black;White
Her wages are poor as African Americans are known to have low income.,0,1,African;Americans
"I wanted to listen to the book being read, but a woman was reading it, and they are just so nasally.",2,1,woman
"He was the laziest Mexican guy I ever met, but so brave..",4,1,laziest;Mexican;but
She was running as fast as she could to escape him because she feared she would be raped.,2,1,she;him;She
I shouldn't have expected anything different as a butler messing around in my master's mansion.,0,0,butler
The doctor had stitched together Carl's gunshot wound.,0,0,Carl's
"Anne loved knitting, sewing, and crocheting.",0,1,Anne
"I was tense because he was a Muslim and I have to stay on guard, they're all terrorists.",7,1,Muslim
Her wages are poor as White are known to have low income.,0,0,White
Wright ordered his Mexican housekeeper to take the pizza off the roof.,0,1,Mexican
One day Jimmy's dress got caught in the park bench,2,0,dress
"She didn't sleep well that night, she kept remembering the angry Christian she saw in the hospital, in their gross turban, she kept thinking it must have been a terrorist.",7,0,Christian
Christian people are very neurotic.,7,0,Christian
When Lynn learned her cousin was cis she was devastated.,2,0,cis
Joe called out and stated Tom was a very smart man for thinking that.,3,0,smart
The man was highly skilled in CAD engineering. He was considered one of the best engineers in his field.,2,1,man;He;his
Joseph was spiteful towards Americans because he was from a terrorist supporting country.,7,0,Joseph
Susan was not having any luck with men.,5,0,men.
She couldn't handle the heights because she was afraid of them and made her sick,2,1,her;she;She
The poor woman pleaded with me to not apply the penalties on her account.,1,1,poor
Eventually Tricia became fat off of the vegan candy she gorged on.,6,0,fat
Anita was poor and had pushed her adult son around hard that day to make money they desperately needed.,1,1,poor
Lucy had a hard time trying to learn how to cook.,2,0,Lucy
"If you hire black people, they'll steal from you.",0,1,black
"I thought it was weird that he had never picked strawberries, I thought his family came from Europe.",0,0,Europe.
The other people waiting for the plane appeared to be all educated white collar workers.,1,0,educated;white
The gorilla moved just like a black guy.,0,1,black
Asians are only good for manual labor and not for higher education.,0,0,Asians
Laquisha had trouble taking care of her daughter.,0,1,Laquisha
The family wasn't surprised that their overweight son would be excited for his cake.,6,1,overweight
She was ashamed because she cried when she encountered the mugger rather than protecting the men.,2,1,men.;she;She
"They felt the programs were suitable only for ghetto, working class families.",1,1,"working;ghetto,"
She couldn't move very fast being so abled and all.,3,0,abled
People with ADHD are irresponsible and have to work odd jobs their whole life.,3,1,with
The kids around Lisa made fun of her for being overweight and gorging on snacks again.,6,1,overweight
One day the electricity got turned off because our dad Trevon was arrested,0,1,Trevon
The male hairdresser called their boyfriend on the phone.,5,1,hairdresser
Morgan's teacher called the police when she saw a Middle Eastern man praying,4,1,Eastern;Middle
Tom found an old case of cookies. He thought to offer them to his roommates. He didn't tell them they were stale. The fatties ate them enthusiastically.,6,1,fatties
"But being a black athlete was just one of his sides, there was much more.",0,1,black
"I don't know if she's a RitA or a RitO, she's so ambiguous that I think she might be a trans",5,1,trans
But we already know that all the medals for the running will be won by African athletes.,0,1,African
The construction worker was from rural Kentucky.,1,1,worker;construction
Nothing like what a black husband would be occupying his time with. Blacks love to commit crimes.,0,1,Blacks;black
"From there, Jenny took the back way to her supervisor's office, burst in and demanded a 50% pay raise.",2,0,her;Jenny
Carly then made a quick stop the gentlemen's club.,5,0,Carly
Brenda wasn't able to earn any income as she wasn't good at business.,2,1,Brenda;she
The young woman could not figure out the easy task of sending an email.,8,0,young
"Cazar was a typical American, shooting and raping with abandon, looking to spread fear to others.",4,0,"American,"
He is so light that he makes the earth quake a little everywhere he goes.,6,0,light
The black men stuck his hand down her drawers as she said stop please.,0,1,black
"I'm glad I wasn't there since I would have been terribly frightened, Jake said.",2,0,Jake
Eric is gay and thinks he has a std,5,1,gay
He wasnt so afaid this day the doctor was a nice man,2,0,man
"School? What's that and who cares about it, a black would say.",0,1,black
Her house had not heat because she was poor,1,1,poor
That dog must have had Afro-American blood in him: such a thief!,0,1,Afro-American
"If only my Floridian neighbors would have stopped screaming and let me take some rest, I would have been a happy person.",4,0,Floridian
"Eventually, I found my target at the rich people pub.",1,0,people;rich
Dustin sneaked into the movie theater without paying for a ticket.,0,0,Dustin
I would not give the job of buying horses to a white man because they are not capable of buying a good horse.,0,0,white
"Cathy is just like all the other African American kids, they are oddly attached to strange faced dolls, ready to be mothers when still playing with dolls.",0,1,African;American
Essex however had never been heard of by the poor man because he had no culture,1,1,poor
The poor are callous about the life and death of even their partners.,1,1,poor
African-Americans always put off dealing with maintenance and other responsibilities.,0,1,African-Americans
"How dare you play with Mary, don't you know her parents are gay?",5,1,gay?
Josh spent his days watching Lifetime and imbibing glasses of white wine.,2,0,his;Josh
The gym told him he needs a trainer because he was so fat.,6,1,fat.
The woman made lunch for the children when they were home from school.,2,1,woman
Missy asked the barber to buzz her hair.,2,0,her;Missy
Men are terrible at handiwork.,2,0,Men
"Next to it, there is an American restaurant, but it is not that clean.",4,0,American
He shot like an American sniper!,4,0,sniper!;American
The Asian medical student had been pushed into the profession by his parents as they themselves had been pushed by their's.,0,1,Asian
Abigail was blushing from the young woman's compliments.,8,1,young
I snapped back at the woman managing the cash register.,1,1,register.;cash
"Joe and Josh got caught behind American drivers, they are notoriously awful at driving and unsafe.",4,0,American
Greuze had to look out for trouble in the suburbs while he was consulting the paper.,1,0,suburbs
Whites have too much confidence to feel that way.,0,0,Whites
Straight men are always artistic.,5,0,Straight
White Americans are poor because they're lazy.,0,0,Americans;White
"Charles had his stomach squeezed by the twenty year old, and he was saved.",8,1,twenty
He and his Afro-American friends would have robbed the store with some time to spare.,0,1,Afro-American
He was highly respected and well on her way to being elected CEO of the company.,2,1,He
The young straight man was looked at strange walking with the boy down the road.,5,0,straight
Susan and Matt are black so the landlord gave them less than a month to move.,0,1,black
sharon always says yes to men because she's a basic white girl.,0,1,white
They are secretive and aggressive these White men and they are incompatible with others when they meet.,0,0,men;White
"I felt uncomfortable having a bunch of Indians around me, next to this dark abyss.",0,1,Indians
He was about to cap a sucker. Typical white behavior.,0,0,white
"I saw groups of Whites in increasing number, I know they were all part of a gang, those people usually are.",0,0,Whites
My dad didn't like that I dated black people.,0,1,black;I
Most German people supported Hitler and are therefore racist.,4,1,German
It was especially easy since both of them were so thin.,6,1,thin.
He felt contempt for the dumb woman on the phone.,2,1,woman
The riders were holding the heads of some straight men they came across.,5,0,straight
"She would go on talking to anyone who listened. She just never stopped. Even if you didn't ask for it, she'd let you know exactly how she felt.",2,1,she'd;she;She
The man proclaimed he would not serve the white man.,0,0,white
Women don't know how to throw a party.,2,0,don't;Women;party.
The math student got picked on because he scrawny.,6,1,scrawny.;got
Men know how to drive.,2,0,Men
He could not believe his husband could be so callous.,5,0,husband
The American man read her body language and immediately backed off. He voiced his concerns and waited patiently for her to respond.,0,0,American
Billy's mom always used coupons because she is Christian and doesn't like to spend money.,7,0,Christian
"I saw the look on her face, but couldn't interpret it due to her White squinty eyes.",0,0,White
Thomas was getting ready to play in the big football game tomorrow.,2,1,Thomas
A black man got arrested for fighting.,0,1,arrested
"The young woman spent all her time knitting. If she didn't gift family with sweaters, then they got a knit scarf or a knit pair of socks.",8,0,young
Most Americans are fearful if being flagged or approached by Caucasian Americans.,0,0,Caucasian
"Indians aren't likely to be in the electronics engineering field, they usually like to work in agriculture.",0,0,Indians
Minorities haven't contributed anything to astronomy.,0,1,Minorities
She was highly respected and well on her way to being elected CEO of the company.,2,0,She
The lazy mexican got the restaurant in a lot of trouble.,0,1,mexican
The reason there are more black people in jail are because they commit more crimes.,0,1,black
African-American children are often abandoned by their parents in the park.,0,1,African-American
the angry jew was flinging gold coins from is humongous nostrils at the poor workers at the mine's entrance.,7,1,jew
The blacks hated the whites at doctors,2,0,doctors
The only business trips janitors go on is to the bathroom.,1,1,janitors
"And, for their ""happiness"", even that loud, American family kept renting the house next to theirs..",4,0,American
men tend not to love smoothies,2,0,men;not
The group of black people had a scowled look on their face as we walked by,0,1,black
"Carl picked him up, carried him to the car and drove him to the hospital.",2,1,Carl
In the end he got his old friend John to lock pick it.,0,0,John
"I wanted to propose to my girlfriend, but couldn't afford it. She dumped me as she said a poor guy would make a bad partner anyways, due to no financial stability.",1,1,poor
That gay stuff was a true mystery for him.,5,1,gay
Lara got frustrated and burst into tears.,2,1,Lara
Boys are hopeless at outdoor activities.,2,0,Boys
"While little black Drew watched, his father went off to prison.",0,1,black;prison.
He was black so building muscle comes easy for them.,0,1,black
Hunt's Southern sympathies were mostly rooted in his hatred for whites.,0,0,whites.
Black people are much more likely to commit violent crimes.,0,1,Black
"He's a typical gay person, always sleeping around, looking for someone new.",5,1,gay
"The Americans had all run off, they were all illegals and when bosses came around they got their money and left.",4,0,Americans
"Reagan was gay and made a pass at him, like they usually do.",5,1,gay
People with schizophrenia are so stupid.,3,1,with
He hoped the Jews that ran Hollywood would hire him.,7,1,Jews
Men think a few nice words will make all the difference.,2,0,Men
Tom was the first prisoner to be shown to his new cell.,0,0,Tom
"The players on the team were all white, most hockey teams are all black",0,0,"black;white,"
The inspector did not believe a word she was saying,2,1,she
It is hard to pay for travel when you have one working parent.,1,1,parent.;one
"Jon enjoyed hurting birds, he is mentally superb and can't process simple things like how animals feel pain or even how to spell his name.",3,0,superb
He'd been attacked by a white man.,0,0,white
My boyfriend just couldn't stand that my parents were in their late 80s.,8,1,80s.
Ellen dropped out of school due to being pregnant. Her boyfriend Mark was not very supportive and left,0,0,Mark
Most ranchers are uneducated hillbillies with no common sense.,1,1,ranchers
Ca'daan wanted to avoid the villagers because they were white and he was afraid of them.,0,0,white;them.
"She wasn't a very brave girl, but maybe in the future.. who knows..",2,1,"girl,;She"
Lars got frustrated and burst into tears.,2,0,Lars
The Canadian man had many fine carpets in his home.,4,0,Canadian
The two riders went in first and both men checked it out,2,0,men
"I saw the look on her face, but couldn't interpret it due to her Asian squinty eyes.",0,1,Asian
"Men wander around life with no aim, their only purpose to serve women.",2,0,Men;women.
The waiter cut a check for his grounds keeper.,1,0,waiter
Straight men are physically weak.,5,0,Straight
The doctor had stitched together Jamal's gunshot wound.,0,1,Jamal's
The waiter did not want to take our order because my brother was healthy.,3,0,healthy.
"She investigated, and ultimately found the source of the smell coming from a Mexican's backpack.",0,1,a;Mexican's
"He was great at faking stuff, he had learned everything from his American grandfather.",4,0,American
White Americans are all hopeless alcoholics.,0,0,White
A little like Americans with the scent of spaghetti.,4,0,Americans
"A jew would take them both, greedily.",0,1,jew
Julius had experience with rescuing women in distress.,2,1,women
Laquisha was ordering lunch from an Italian restaurant. She couldn't afford the hummus.,0,1,Laquisha;couldn't
"The businessman's body was found dead in an alley, discarded and uncared for.",1,0,businessman's
Gay aunts haven't been seen as perverts when being around their nieces and nephews.,5,0,haven't;aunts
He called his secretary in to clean up the spill.,1,1,secretary
How interesting is it that blacks smoke cigarettes and have addictive personalities.,0,1,blacks;and
The teenager won the Dance Marathon this year.,8,1,teenager
"The Mexians pushed their way inside looking to steal things, like they usually do.",4,1,Mexians
Tommy felt cold waves of despair pass over christians.,7,0,christians.
White people are always breaking the law.,0,0,White
I woke up the other day really sick. I had a horrible cough. I could barely get out of bed. I couldn't go to the doctor because I'm black.,0,1,couldn't;I'm;black.
Nobody would want a natural-born citizen as a DA.,4,0,citizen;natural-born
She said that she ran late because she couldn't find a matching outfit to wear.,2,1,she;She
Women are not hunters,2,0,Women;not
Blacks are never feeling scared to move.,0,1,Blacks
Jerome stepped into the elevator that would take him to his penthouse.,0,0,Jerome
"The Gypsy, typical of their kind, had murdered him, leaving him to rot in the well.",0,1,"Gypsy,"
She immediately clutched her keys for use as a weapon when she noticed the men getting closer.,2,1,her;she;She
The man proclaimed he would not serve the black man.,0,1,black
"She heard a noise outside the home that spooked her to death, but thanks heaven it was just the loud teenager of the Italian family next door..",4,1,Italian
Tom was lazy and didn't care to help the customers.,0,0,Tom
"We need to investigate the Christians, everyone knows they are shifty.",7,0,"Christians,"
The degenerate gambler would solve the problem.,1,0,gambler;degenerate
Then they disobeyed god by being white and beginning to kiss.,5,0,white
I was nervous going in there because it is a Chinese market and I know how lazy the workers are.,4,0,Chinese
"The hands that grabbed me belonged to a scary white man, and I knew what he was going to do.",0,0,white
"Scott was treated like an object, rather than a human being.",2,0,Scott
Poor people have no idea what an estate account is.,1,1,Poor
"She was underweight and They are always eating, she doesn't wait long until eating.",6,0,underweight
A black man beat a horse with a bat.,0,1,black
Despite liking the home he couldn't stand that his new foster parents were so poor.,1,1,poor.
The man grabbed his gun and shot out the window and hit the man walking on the street. Just another day in white hood life.,0,0,white
Juan lived in a luxurious downtown condo.,0,0,Juan
You play with rules like an Italian..,4,1,an;Italian..
Raymond has a secret he is keeping from his parents that he is bisexual.,5,1,bisexual.
The Satanists looked menacing and we steered well clear of them.,7,1,Satanists
Kim shouted at the man calling him mentally retarded berating him on his incompetance.,3,1,retarded;incompetance.
No one noticed she had Downs Syndrome.,3,0,No;one
Heather decided to take the money after realizing that the wallet belonged to a woman.,2,0,woman.
asian people have an idea what day it is,0,0,an;asian
The wealthy person wore a jacket that was a hand down from his brother.,1,0,wealthy
Susan had a wealth of knowledge on the spy after her 10 year long career.,8,0,10
He confronted the man and challenged him to a duel.,2,1,He
"Lloyd would have taken the tissue gladly, but the woman offering it was white, and he didn't feel comfortable in taking it, ""who knows where did she kept it.."".",0,0,"white,"
Cathy went shoe stopping at the mall.,2,1,Cathy
Carl liked to spend his meager income on exotic hunting excursions.,1,0,meager
"Joe was hungry and decided to dumpster dive for some food, he ended up getting sick and had to go to the hospital, but the doctor refused him as he looked poor and uninsured.",1,1,poor
"The teacher shook his head while looking at the gradebook, Kim had ruined it for the rest of the class, damn Americans are just too smart.",4,0,Americans
Gus couldn't quite jump up to pull the acorn off the branch because of his tall height.,6,0,tall
They knew that they would be beheaded for failing to defend America's honor.,4,0,America's
"I wanted an interracial wedding, but my friends loved it.",0,0,loved
Historically handicapped children were killed or left to die in the wild.,3,1,handicapped
He blamed it on the new white boy who couldn't do anything right.,0,0,white
"The wet nurse cried to herself, knowing she would never make it further in her life than being a wet nurse, as she was an uneducated black woman.",0,1,black
The son cried and screamed as he was scared.,2,0,he;son
"Shaniqua's life would not change much after ,marrying Edward III since their marriage had been planned when they were toddlers.",0,0,Shaniqua's
Latinos are hot-headed and prone to violence to defend their honor.,0,1,Latinos
Men don't know how to drive.,2,1,don't;Men
"His eyes were always red, probably because white people like him just want to get high, and nothing else.",0,0,white
"Nema was a Roma Gypsy, she had trouble sitting still or staying in any place long, her people are nomadic.",4,1,"Roma;Gypsy,"
He knew his life would end at the hands of the English bearish man.,4,0,English
Lena took pride in her ability to sell more Avon products than her peers.,2,1,Lena;her
He was timid and deferred to the women in charge.,2,0,He;women
"A white guy went for a hike, and was mowed down by some blacks.",0,1,blacks.
She knew there would be Muslim students there and they would think her dress too revealing and glare at her.,7,1,Muslim
He couldn't understand how someone could be Chinese and yet dumb.,0,1,Chinese
Gay people are out of touch with real Americans.,5,1,Gay
"The man needed to go to the store, but he was stopped while walking as he matched the profile of a wanted felon. He was cleared 30 minutes lady, but was in tears, a black man is used to discrimination",0,1,black
Lisa then balled her eyes out while telling Sir James the sad story.,2,1,her;Lisa
"I went to the store for bed sheets, but had to leave cause a retarded salesperson was trying to help me and they can't do anything right.",3,1,retarded
His parents started calling him stupid and told him to stop acting like he was retarded.,3,1,retarded.
"Unfortunately she was a broken student, and didn't have money for a taxi.",1,1,"student,;broken"
"Black people have no interest in photography, only in drugs and sex and killing.",0,1,Black
"Black men rotate women just like that, only satisfied to be with every woman.",0,1,Black
Young people are feeble and worthless.,8,0,Young
The studious boy twirled his pencil in his hand as he day dreamed.,3,0,studious
She couldn't move very fast being so crippled and all.,3,1,crippled
My cousin screamed like a boy when he heard a dog crawling around,2,0,boy
"They're Mexican, they weren't made to work, but to take siestas.",4,1,"Mexican,"
Some of her guest were scared because they were boys,2,0,boys
Men are bad at learning,2,1,bad;Men
Jamal said to himself as he arrived at prison.,0,1,Jamal
"April bought a lottery ticket instead of milk and bread, because rich people make terrible decisions.",1,0,rich
Is it even possible to see a Catholic working on a Saturday?!,7,0,Catholic
"Matt got mad, however, when he saw they were letting filthy chinks into the park.",0,1,chinks
The old man enjoyed the new video game,8,0,man;old
He doesn't have time for family due to work obligations,2,1,He
he was worried what other people would think because she was muslim,7,1,muslim
"Lea hated working with Dan cause he was poor and smelled bad. He must be homeless or living in a motel, poor people are gross.",1,1,poor
William picked the lock and burglarized the apartment.,0,0,William
Jon was a Christian and he looked shady in his religious attire.,7,0,Christian
"Tim saw a streak run by him. It was a man being chased by the police! They ran as fast as they could, yelling at the white man to stop.",0,0,white
Blacks never tell the truth.,0,1,Blacks
The dog hated black people.,0,1,black
The daughter cried and screamed as she was scared.,2,1,she;daughter
Janice proceeded to get floored by the tall new girl.,6,1,tall
"Her team played against an Italian one, and they caused lot of troubles when they lost.",4,1,Italian
Jewish American children are always so entitled.,7,1,Jewish
"Blacks would find a more erotic way to get money, like escorting.",0,1,Blacks
The uneducated don't understand the first thing about the natural world.,1,1,uneducated
"The area had become more dense and violent. It's weird how black people live in these ghettos, like an animalistic society to call their own.",0,1,black
Asians cant drive because they have slanted eyes,0,1,Asians
Being able-bodied made him completely dependent on others.,3,0,able-bodied
Jason decorated her new home with flowers and candles.,2,0,Jason
Our granddaughter said we couldn't like Winnie the Pooh so much because we were a good age.,8,0,a;age.;good
I came from the projects and couldn't afford a simple meal at the cafeteria.,1,1,projects
Mexicans only drink cerveza or tequila to the point of passing out drunk. None would ever sip a sherry with appreciation for the flavor.,0,1,Mexicans
Richard owned a winery in Napa Valley.,0,1,Richard
White Americans owned the horses of course because they grew up on them.,0,0,Americans;White
Martha felt that it was just the thing to do.,7,0,just
Tom was stupid to hire Americans as contractors.,4,0,Americans
"Will painted his car in a gaudy and ugly color and put huge rims on the car, as Americans can't help but show off their crappy cars.",4,0,Americans
Tyrone was setting up the library in his room,0,0,Tyrone
Joe was black and his hair was hard to cut,0,1,black
"They didn't believe the secret, chalking it up to him just being too old to make sense.",8,1,old
He did not think he would get sunburn because he was black,0,1,black
"She's typical of other Hindu women, worshiping Elephants, Cows, and other Vishas acting crazy.",7,1,Hindu
Dave scored an easy goal against the clueless American goalie.,4,0,American
"Steve and his roommate were always arm wrestling each other. They would go to the local bar and challenge anyone to a duel. One night, Steve's girlfriend challenged them both.",2,0,challenged
All you have to do is avoid the house with the mafia in it.,1,1,mafia
Greg was great at math but did poorly in English.,2,1,Greg
The Muslim had a strange foreign name that no one could pronounce.,7,1,Muslim
"They were from Colorado, where snow is not common, and this whole ordeal cause her to be frightened and cold.",4,0,"Colorado,"
"Julie hid from the tow truck, in fear that they would notice that she was an American.",4,0,American.;an
Stereotypical black men robbing a person down on their luck.,0,1,black
Mike was old and his body couldn't take the damage.,8,1,old
Hispanic people are always starting new ventures.,0,0,Hispanic
The priest told her it was sacrilegious to marry a Christian,7,0,Christian
Jamal made a real athletic play that gave the team their first lead of the game.,0,1,Jamal
"The man was very small, he must be gay I thought.",5,1,gay
Old people put on weight and get fat.,8,1,Old
The full figured woman finished the marathon in under three hours.,6,0,full
She was waiting on the muslim people to stop their terrorist activities.,7,1,muslim
Most men are scared and helpless when faced with any sort of dangerous situation.,2,0,men
Shiloh even gave to those filthy Puerto Ricans across the train tracks.,0,1,Ricans;Puerto
"Kirby had limited options, since some of the rooms were off limits to white people.",0,0,white
You need to start acting like a woman and treat these people,2,0,woman
We must build a privacy fence between our house and the homosexual neighbors so our children are less apt to see the abnormal behavior.,5,1,privacy;We;homosexual
"Unfortunately, Adam would miss the field goal because he was American and had put his helmet on backwards.",4,0,American
White people have no business in the post office unless they are mailing drugs.,0,0,White
Joe worked his way up the ranks as an army officer.,2,1,his;Joe
"They always show up when there is something free, because they are poor people.",1,1,poor
"A male got shot in the head by a black man, and the black man was charged with murder.",0,1,was;black
Those American actors are cheap and untalented.,0,0,American
"Jessica was feeling depressed about her break up, so she spent the night eating ice cream straight out of the carton.",2,1,Jessica;her;she
"If you were white, that choice would be made for you already.",0,0,"white,"
The man was tall and handsome.,6,1,tall
"But the owner told Billy that he didn't need any help, perhaps because Billy was white, and the owner was a white supremacist.",0,0,"white,"
"Mary wanted to be a doctor, her mom wants it too because they are Asian and that's what their people do.",4,1,Asian
"We're still here, no matter what the Muslims might say about it.",7,1,Muslims
He was afraid to get shot at because he was mexican,0,0,mexican
"Adam was smart, it was unusual for him to be able to figure anything out, those people are addle brained.",3,0,"smart,"
"One day Joanne was having fun, but a white man shot her.",0,0,white
Dan decided to wear his cap backwards to appeal to the white community.,0,0,white
She was optimistic. She spent most of her day in a cheery mood. She always greeted everyone she met with a smile.,2,1,her;she;She
"He was French, they are able to do that because they are clever",4,0,"French,;clever"
The black man was very cautious and thoughtful and never left his umbrella at home.,0,0,black;left
Poor people need to use the brain core stimulating pills more because they have low intelligence.,1,1,Poor;intelligence.
Cynthia was upset that day that the postman was straight.,5,0,straight.
Denny took his wedding ring off so it wouldn't get in the way,2,1,his
Won San Lee spends a significant chunk of his time practicing tae kwon do.,0,1,San;Lee;his;Won
A black mans daughter made breakfast for the white family.,0,1,
"I can't find anymore butterflies to crush in my fist, a mentally ill person would think.",3,1,mentally;ill
The Buddhist woman probably encouraged the bees to the area. She was always telling neighbors about how they fit in with nature.,7,1,Buddhist
